robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.44677,0.24737,-2.60637,-0.610177
-0.782912,-2.41904,1.48198,2.26825
5,5,-5,-5
4.04739,0.0915862,-2.03558,-0.973558
-0.115118,-2.67853,2.01055,1.96393
5,5,-5,-5
4.69359,0.00939769,-1.5047,-1.42468
0.607107,-2.87169,2.49651,1.5737
5,5,-5,-5
5.35272,0.0124565,-1.03862,-1.94919
1.34685,-2.97971,2.91629,1.11002
5,5,-5,-5
5.99054,0.0990985,-0.655503,-2.52506
2.06492,-2.9976,3.25313,0.593055
5,5,-5,-5
6.57523,0.254618,-0.364877,-3.125
2.72384,-2.93393,3.49904,0.0483472
5,5,-5,-5
7.08067,0.453483,-0.16677,-3.71942
3.29134,-2.80857,3.65563,-0.496184
5,5,-5,-5
7.48801,0.662973,-0.0522156,-4.27929
3.74214,-2.6489,3.73355,-1.0131
5,5,-5,-5
7.78507,0.847482,-0.00491493,-4.77836
4.05767,-2.48516,3.75085,-1.47772
5,5,-5,-5
7.96348,0.972866,-0.00378233,-5.19445
4.22362,-2.34579,3.73038,-1.86939
5,5,-5,-5
8.02426,1.01831,-0.0274308,-5.52303
4.23135,-2.23958,3.68964,-2.17887
5,5,-5,-5
7.98586,0.989437,-0.0609631,-5.77841
4.10155,-2.15891,3.63973,-2.41613
5,5,-5,-5
7.86254,0.900506,-0.0950716,-5.9704
3.86152,-2.09813,3.59184,-2.59302
5,5,-5,-5
7.6658,0.76993,-0.124545,-6.10903
3.53554,-2.04804,3.55311,-2.72157
5,5,-5,-5
7.40706,0.617528,-0.147157,-6.20412
3.14654,-1.99934,3.52769,-2.81363
5,5,-5,-5
7.09954,0.462165,-0.162732,-6.26524
2.71729,-1.9453,3.51767,-2.88077
5,5,-5,-5
6.75926,0.319721,-0.172408,-6.30167
2.27094,-1.88368,3.52372,-2.93438
5,5,-5,-5
6.40513,0.2015,-0.178082,-6.32254
