fitness1,subfitness1,distance1,collision1,diversity1,age1,collision_points_begin1,collision_points_end1,fitness2,subfitness2,distance2,collision2,diversity2,age2,collision_points_begin2,collision_points_end2
15.3282,0,15.3282,0,0,17,-1,-1,15.3282,0,15.0833,0,0,11,-1,-1
15.3282,0,15.3282,0,0,17,-1,-1,15.3282,0,15.0833,0,0,11,-1,-1
15.3282,0,15.3282,0,0,17,-1,-1,15.3282,0,14.687,0,0,17,-1,-1
15.6454,0,15.6454,0,0,17,-1,-1,15.3282,0,15.1013,0,0,17,-1,-1
15.6454,0,15.6454,0,0,17,-1,-1,15.3282,0,14.7014,0,0,5,-1,-1
15.6454,0,15.6454,0,0,17,-1,-1,15.3282,0,14.7014,0,0,5,-1,-1
15.6454,0,15.6454,0,0,17,-1,-1,15.3282,0,14.7014,0,0,5,-1,-1
16.0899,0,16.0899,0,0,17,-1,-1,15.3358,0,15.3358,0,0,17,-1,-1
16.3316,0,16.3316,0,0,17,-1,-1,15.3358,0,15.3358,0,0,17,-1,-1
16.3316,0,16.3316,0,0,17,-1,-1,15.3358,0,15.3358,0,0,17,-1,-1
16.7561,0,16.7561,0,0,17,-1,-1,15.776,0,15.776,0,0,17,-1,-1
16.7561,0,16.7561,0,0,17,-1,-1,15.7954,0,15.7954,0,0,17,-1,-1
17.1544,0,17.1544,0,0,17,-1,-1,15.7954,0,15.7954,0,0,17,-1,-1
17.1544,0,17.1544,0,0,17,-1,-1,15.7954,0,15.7954,0,0,17,-1,-1
17.1544,0,17.1544,0,0,17,-1,-1,16.1581,0,16.1581,0,0,11,-1,-1
17.1544,0,17.1544,0,0,17,-1,-1,16.3032,0,16.3032,0,0,17,-1,-1
17.1544,0,17.1544,0,0,17,-1,-1,16.3032,0,16.3032,0,0,17,-1,-1
17.1544,0,17.1544,0,0,17,-1,-1,16.3032,0,16.3032,0,0,17,-1,-1
17.3753,0,17.3753,0,0,14,-1,-1,20.9669,0,3.78458,0,0,11,3,6
17.3753,0,17.3753,0,0,14,-1,-1,20.9669,0,11.5714,0,0,11,4,5
17.8701,0,17.8701,0,0,17,-1,-1,20.9669,0,17.0858,0,0,11,3,6
17.9984,0,17.9984,0,0,17,-1,-1,20.9669,0,19.4403,0,0,11,4,6
17.9984,0,17.9984,0,0,17,-1,-1,20.9669,0,19.209,0,0,11,4,6
