robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.70001,0.560399,-2.6301,-0.597322
-1.49705,-2.15708,1.41331,2.3439
5,5,-5,-5
2.5011,0.669238,-2.0812,-0.94037
-1.60861,-2.17862,1.8666,2.128
5,5,-5,-5
2.31561,0.781703,-1.5676,-1.36425
-1.70545,-2.19002,2.27522,1.83461
5,5,-5,-5
2.13718,0.900702,-1.11195,-1.85626
-1.7922,-2.19122,2.62019,1.47107
5,5,-5,-5
1.96012,1.03023,-0.731098,-2.39683
-1.87251,-2.18084,2.88897,1.0521
5,5,-5,-5
1.77951,1.17529,-0.434378,-2.96159
-1.94892,-2.1562,3.07711,0.597822
5,5,-5,-5
1.59142,1.34192,-0.222884,-3.5238
-2.02266,-2.11328,3.18893,0.131267
5,5,-5,-5
1.39319,1.53721,-0.0897666,-4.05681
-2.09337,-2.04663,3.23701,-0.324175
5,5,-5,-5
1.18383,1.76939,-0.0215702,-4.53606
-2.15863,-1.9492,3.24069,-0.746911
5,5,-5,-5
0.964615,2.04777,-0.000356765,-4.94027
-2.21345,-1.81227,3.22372,-1.11858
5,5,-5,-5
0.728898,2.40044,-0.00699694,-5.26442
-2.24959,-1.6156,3.20409,-1.43181
5,5,-5,-5
0.489736,2.84187,-0.0272337,-5.52115
-2.24628,-1.34313,3.19024,-1.69389
5,5,-5,-5
0.277669,3.35696,-0.0519654,-5.719
-2.18104,-0.996748,3.18977,-1.91227
5,5,-5,-5
0.117187,3.92383,-0.0757298,-5.86693
-2.03951,-0.587118,3.20644,-2.09501
5,5,-5,-5
0.0235882,4.5149,-0.0957686,-5.97392
-1.81853,-0.133394,3.24116,-2.25036
5,5,-5,-5
0.000986618,5.09932,-0.111233,-6.04879
-1.52778,0.33877,3.29283,-2.3865
5,5,-5,-5
0.041939,5.64624,-0.122544,-6.10019
-1.18956,0.800274,3.359,-2.51148
5,5,-5,-5
0.128817,6.12764,-0.130909,-6.13664
