robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.44358,0.248416,-2.60521,-0.610813
-0.78867,-2.41393,1.47737,2.2758
5,5,-5,-5
4.03565,0.0938794,-2.03178,-0.97636
-0.1363,-2.662,1.99332,1.98987
5,5,-5,-5
4.67008,0.0108963,-1.49806,-1.43119
0.564314,-2.84264,2.46071,1.62301
5,5,-5,-5
5.31691,0.0100534,-1.02999,-1.96043
1.28059,-2.94089,2.85865,1.18259
5,5,-5,-5
5.94469,0.0900554,-0.6464,-2.5411
1.97809,-2.95397,3.17397,0.684541
5,5,-5,-5
6.52405,0.237934,-0.356948,-3.14472
2.62409,-2.89101,3.40329,0.150828
5,5,-5,-5
7.03058,0.430891,-0.161258,-3.74041
3.19051,-2.77128,3.55365,-0.393843
5,5,-5,-5
7.44639,0.639361,-0.0495276,-4.29799
3.65561,-2.621,3.64166,-0.925278
5,5,-5,-5
7.75987,0.830692,-0.00439922,-4.7903
4.00378,-2.46958,3.69125,-1.42249
5,5,-5,-5
7.96348,0.972866,-0.00378233,-5.19445
4.22362,-2.34579,3.73038,-1.86939
5,5,-5,-5
8.06434,1.04907,-0.0251697,-5.50106
4.31864,-2.26299,3.79149,-2.27103
5,5,-5,-5
8.08375,1.0642,-0.0525262,-5.72284
4.31186,-2.21799,3.88684,-2.64366
5,5,-5,-5
8.03347,1.02532,-0.076914,-5.87363
4.21953,-2.20792,4.00943,-2.99234
5,5,-5,-5
7.92255,0.943069,-0.0944421,-5.96721
4.0553,-2.22622,4.14782,-3.32086
5,5,-5,-5
7.75883,0.830003,-0.104538,-6.01708
3.83152,-2.26455,4.28921,-3.63067
5,5,-5,-5
7.5502,0.699247,-0.108591,-6.0364
3.56034,-2.31423,4.42171,-3.92066
5,5,-5,-5
7.30561,0.563319,-0.108964,-6.03816
3.25463,-2.36746,4.53598,-4.18763
5,5,-5,-5
7.03558,0.433117,-0.108354,-6.03528
2.9284,-2.41839,4.62589,-4.42689
