robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.4141,0.258174,-2.60637,-0.610177
-0.799359,-2.43381,1.48198,2.26825
5,5,-5,-5
3.97558,0.106069,-2.03558,-0.973558
-0.150864,-2.71749,2.01055,1.96393
5,5,-5,-5
4.57927,0.0177325,-1.5047,-1.42468
0.551745,-2.94521,2.49651,1.5737
5,5,-5,-5
5.19635,0.00385663,-1.03862,-1.94919
1.27448,-3.09759,2.91629,1.11002
5,5,-5,-5
5.79638,0.0638295,-0.655503,-2.52506
1.98067,-3.16733,3.25313,0.593055
5,5,-5,-5
6.35061,0.185871,-0.364877,-3.125
2.63432,-3.15915,3.49904,0.0483472
5,5,-5,-5
6.83462,0.348745,-0.16677,-3.71942
3.20299,-3.08801,3.65563,-0.496184
5,5,-5,-5
7.22972,0.524693,-0.0522156,-4.27929
3.65956,-2.97588,3.73355,-1.0131
5,5,-5,-5
7.52263,0.683019,-0.00491493,-4.77836
3.98238,-2.84779,3.75085,-1.47772
5,5,-5,-5
7.70342,0.79387,-0.00378233,-5.19445
4.15369,-2.72741,3.73038,-1.86939
5,5,-5,-5
7.76657,0.835134,-0.0274308,-5.52303
4.15717,-2.62496,3.68964,-2.17887
5,5,-5,-5
7.72663,0.80888,-0.0609631,-5.77841
4.01095,-2.53683,3.63973,-2.41613
5,5,-5,-5
7.6008,0.729655,-0.0950716,-5.9704
3.74751,-2.45659,3.59184,-2.59302
5,5,-5,-5
7.40406,0.615881,-0.124545,-6.10903
3.39695,-2.37462,3.55311,-2.72157
5,5,-5,-5
7.1517,0.486665,-0.147157,-6.20412
2.98841,-2.28228,3.52769,-2.81363
5,5,-5,-5
6.86096,0.35922,-0.162732,-6.26524
2.55071,-2.17491,3.51767,-2.88077
5,5,-5,-5
6.55166,0.24686,-0.172408,-6.30167
2.1124,-2.05377,3.52372,-2.93438
5,5,-5,-5
6.24601,0.157742,-0.178082,-6.32254
