robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.70001,0.560399,-3.33927,-0.283862
-1.49705,-2.15708,0.792351,2.53212
5,5,-5,-5
2.5011,0.669238,-3.48627,-0.234642
-1.60861,-2.17862,0.649345,2.57546
5,5,-5,-5
2.31561,0.781703,-3.63141,-0.190949
-1.70545,-2.19002,0.507676,2.61404
5,5,-5,-5
2.13718,0.900702,-3.77697,-0.151887
-1.7922,-2.19122,0.36545,2.64818
5,5,-5,-5
1.96012,1.03023,-3.92533,-0.116858
-1.87251,-2.18084,0.22068,2.67789
5,5,-5,-5
1.77951,1.17529,-4.07893,-0.0855688
-1.94892,-2.1562,0.0713106,2.70289
5,5,-5,-5
1.59142,1.34192,-4.24028,-0.058055
-2.02266,-2.11328,-0.0847656,2.72254
5,5,-5,-5
1.39319,1.53721,-4.41188,-0.0347093
-2.09337,-2.04663,-0.249684,2.73588
5,5,-5,-5
1.18383,1.76939,-4.59624,-0.0163285
-2.15863,-1.9492,-0.425582,2.74149
5,5,-5,-5
0.964615,2.04777,-4.79585,-0.00416947
-2.21345,-1.81227,-0.614571,2.73753
5,5,-5,-5
0.728898,2.40044,-5.02554,-6.5249e-05
-2.24959,-1.6156,-0.831714,2.7224
5,5,-5,-5
0.489736,2.84187,-5.29057,-0.00845049
-2.24628,-1.34313,-1.08279,2.6924
5,5,-5,-5
0.277669,3.35696,-5.57859,-0.0335897
-2.18104,-0.996748,-1.35559,2.64339
5,5,-5,-5
0.117187,3.92383,-5.87696,-0.077506
-2.03951,-0.587118,-1.63759,2.57348
5,5,-5,-5
0.0235882,4.5149,-6.17309,-0.139562
-1.81853,-0.133394,-1.91635,2.48344
5,5,-5,-5
0.000986618,5.09932,-6.45489,-0.216352
-1.52778,0.33877,-2.1799,2.37681
5,5,-5,-5
0.041939,5.64624,-6.71109,-0.301896
-1.18956,0.800274,-2.4171,2.25968
5,5,-5,-5
0.128817,6.12764,-6.93146,-0.388119
