robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.40815,0.260166,-2.63235,-0.596113
-0.845788,-2.36738,1.41016,2.34635
5,5,-5,-5
3.96372,0.108566,-2.08857,-0.935083
-0.25411,-2.57656,1.85588,2.1376
5,5,-5,-5
4.56162,0.0192551,-1.58061,-1.35202
0.383614,-2.72743,2.25533,1.85509
5,5,-5,-5
5.17309,0.00299696,-1.12912,-1.83515
1.03657,-2.80577,2.59211,1.50438
5,5,-5,-5
5.7678,0.0593033,-0.749648,-2.36665
1.67214,-2.80872,2.85568,1.09768
5,5,-5,-5
6.31697,0.176559,-0.451168,-2.9244
2.25912,-2.74471,3.0428,0.652216
5,5,-5,-5
6.79609,0.333731,-0.23535,-3.48405
2.77036,-2.63166,3.1581,0.188073
5,5,-5,-5
7.18623,0.50329,-0.0967387,-4.02121
3.18428,-2.49411,3.21371,-0.274092
5,5,-5,-5
7.47376,0.654828,-0.0237526,-4.51321
3.48451,-2.35945,3.22803,-0.715064
5,5,-5,-5
7.64817,0.758869,-0.000356765,-4.94027
3.65794,-2.25412,3.22372,-1.11858
5,5,-5,-5
7.70926,0.797633,-0.00920079,-5.30319
3.70057,-2.19074,3.21975,-1.48562
5,5,-5,-5
7.67476,0.775591,-0.03806,-5.61575
3.63089,-2.16501,3.22305,-1.82561
5,5,-5,-5
7.55852,0.704189,-0.0782216,-5.88096
3.46732,-2.1702,3.23803,-2.13897
5,5,-5,-5
7.37227,0.598598,-0.12307,-6.10252
3.22613,-2.19595,3.26677,-2.42707
5,5,-5,-5
7.12764,0.475273,-0.167796,-6.28445
2.9232,-2.23078,3.30947,-2.6916
5,5,-5,-5
6.83755,0.349903,-0.209105,-6.43085
2.57538,-2.26426,3.36488,-2.93419
5,5,-5,-5
6.51702,0.23569,-0.244935,-6.54575
2.20111,-2.28877,3.4307,-3.1561
5,5,-5,-5
6.18318,0.142009,-0.274212,-6.63307
1.82052,-2.30077,3.50396,-3.3581
