robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.90622,0.459505,-3.30749,-0.295173
-1.50953,-1.88595,0.275252,3.19252
5,5,-5,-5
2.89319,0.465535,-3.42786,-0.253593
-1.6413,-1.64121,-0.494738,3.7957
5,5,-5,-5
2.88018,0.471603,-3.54926,-0.215092
-1.76016,-1.39043,-1.35226,4.27637
5,5,-5,-5
2.86719,0.477708,-3.67159,-0.179696
-1.86581,-1.13433,-2.27553,4.62145
5,5,-5,-5
2.85422,0.48385,-3.79479,-0.147427
-1.95799,-0.873598,-3.24084,4.82179
5,5,-5,-5
2.84126,0.490029,-3.91877,-0.118306
-2.03646,-0.608973,-4.22327,4.87241
5,5,-5,-5
2.82832,0.496245,-4.04345,-0.0923519
-2.10105,-0.341186,-5.19742,4.77266
5,5,-5,-5
2.8154,0.502499,-4.16875,-0.0695818
-2.1516,-0.0709812,-6.13815,4.52623
5,5,-5,-5
2.8025,0.508789,-4.29459,-0.0500104
-2.18802,0.200892,-7.02133,4.14104
5,5,-5,-5
2.78961,0.515117,-4.42089,-0.0336502
-2.21022,0.473677,-7.82455,3.62902
5,5,-5,-5
2.77786,0.520926,-4.55129,-0.020175
-2.21674,0.753248,-8.53707,2.99869
5,5,-5,-5
2.76787,0.525898,-4.6878,-0.00975644
-2.20538,1.04241,-9.14217,2.26149
5,5,-5,-5
2.75888,0.530394,-4.82787,-0.00296382
-2.17584,1.33574,-9.61451,1.44205
5,5,-5,-5
2.75015,0.534783,-4.9689,-9.6703e-05
-2.12893,1.62778,-9.9362,0.570793
5,5,-5,-5
2.74093,0.53944,-5.1083,-0.00117305
-2.06663,1.91326,-10.0982,-0.318485
5,5,-5,-5
2.73048,0.544746,-5.24346,-0.00593104
-1.99204,2.18724,-10.1009,-1.19142
5,5,-5,-5
2.71807,0.55109,-5.37182,-0.0138443
-1.90928,2.4452,-9.95353,-2.01583
5,5,-5,-5
2.70296,0.558871,-5.49083,-0.0241502
