fitness1,subfitness1,distance1,collision1,diversity1,age1,collision_points_begin1,collision_points_end1,fitness2,subfitness2,distance2,collision2,diversity2,age2,collision_points_begin2,collision_points_end2
21.2871,0,21.2871,0,0,3,-1,-1,22.3138,0,16.2286,0,0,6,-1,-1
21.2871,0,21.2871,0,0,3,-1,-1,22.3138,0,20.1607,0,0,6,-1,-1
22.3138,0,22.3138,0,0,6,-1,-1,22.3138,0,16.2286,0,0,6,-1,-1
22.3138,0,22.3138,0,0,6,-1,-1,22.3138,0,16.2286,0,0,6,-1,-1
22.3138,0,22.3138,0,0,6,-1,-1,22.5506,0,17.5487,0,0,6,0,2
22.3138,0,22.3138,0,0,6,-1,-1,22.5506,0,13.7118,0,0,6,1,2
22.3138,0,22.3138,0,0,6,-1,-1,22.5506,0,17.5487,0,0,6,0,2
22.5506,0,22.5506,0,0,3,-1,-1,22.5506,0,13.7118,0,0,6,1,2
22.5506,0,22.5506,0,0,3,-1,-1,25.3791,0,25.3791,0,0,3,1,2
22.5506,0,22.5506,0,0,3,-1,-1,25.3791,0,25.3791,0,0,3,1,2
22.5506,0,22.5506,0,0,3,-1,-1,25.4098,0,25.4098,0,0,3,-1,-1
22.9254,0,22.9254,0,0,3,-1,-1,31.2701,0,31.2701,0,0,6,-1,-1
23.5075,0,23.5075,0,0,3,-1,-1,31.2701,0,31.2701,0,0,6,-1,-1
25.6647,0,25.6647,0,0,6,-1,-1,31.3375,0,31.3375,0,0,6,-1,-1
25.6647,0,25.6647,0,0,6,-1,-1,31.3375,0,31.3375,0,0,6,-1,-1
25.7582,0,25.7582,0,0,6,-1,-1,32.1195,0,32.1195,0,0,6,-1,-1
25.7582,0,25.7582,0,0,6,-1,-1,33.8049,0,33.8049,0,0,6,0,2
25.7582,0,25.7582,0,0,6,-1,-1,33.8049,0,33.8049,0,0,6,0,2
25.8395,0,25.8395,0,0,6,-1,-1,34.2021,0,34.2021,0,0,6,-1,-1
25.9057,0,25.9057,0,0,6,-1,-1,34.2021,0,34.2021,0,0,6,-1,-1
25.9057,0,25.9057,0,0,6,-1,-1,55.3944,0,25.3944,3,0,3,0,2
25.9839,0,25.9839,0,0,6,-1,-1,60.9794,0,40.9794,2,0,3,5,6
25.9874,0,25.9874,0,0,6,-1,-1,60.9794,0,40.9794,2,0,3,5,6
25.9932,0,25.9932,0,0,6,-1,-1,60.9794,0,40.9794,2,0,3,5,6
25.9932,0,25.9932,0,0,6,-1,-1,60.9794,0,40.9794,2,0,3,5,6
25.9954,0,25.9954,0,0,6,-1,-1,61.9908,0,41.9908,2,0,3,5,6
26.0811,0,26.0811,0,0,6,-1,-1,62.4131,0,42.4131,2,0,6,0,6
26.0811,0,26.0811,0,0,6,-1,-1,64.0467,0,34.0467,3,0,6,5,6
26.0811,0,26.0811,0,0,6,-1,-1,68.3584,0,48.3584,2,0,3,0,1
26.0811,0,26.0811,0,0,6,-1,-1,68.3584,0,48.3584,2,0,3,0,1
26.0811,0,26.0811,0,0,6,-1,-1,69.1825,0,39.1825,3,0,6,0,1
26.0811,0,26.0811,0,0,6,-1,-1,69.2027,0,39.2027,3,0,6,0,1
26.1309,0,26.1309,0,0,6,-1,-1,72.5908,0,32.5908,4,0,6,0,1
26.1309,0,26.1309,0,0,6,-1,-1,72.5908,0,32.5908,4,0,6,0,1
