robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.44075,0.249343,-2.60521,-0.610813
-0.792579,-2.41128,1.47737,2.2758
5,5,-5,-5
4.02527,0.0959295,-2.03178,-0.97636
-0.150656,-2.65391,1.99332,1.98987
5,5,-5,-5
4.64932,0.0123129,-1.49806,-1.43119
0.535434,-2.82951,2.46071,1.62301
5,5,-5,-5
5.28525,0.00814347,-1.02999,-1.96043
1.23615,-2.92525,2.85865,1.18259
5,5,-5,-5
5.90411,0.0824201,-0.6464,-2.5411
1.92036,-2.93913,3.17397,0.684541
5,5,-5,-5
6.47867,0.223648,-0.356948,-3.14472
2.55841,-2.87983,3.40329,0.150828
5,5,-5,-5
6.9861,0.411383,-0.161258,-3.74041
3.12483,-2.76519,3.55365,-0.393843
5,5,-5,-5
7.40942,0.618826,-0.0495276,-4.29799
3.59983,-2.61954,3.64166,-0.925278
5,5,-5,-5
7.73751,0.81598,-0.00439922,-4.7903
3.96936,-2.47051,3.69125,-1.42249
5,5,-5,-5
7.96348,0.972866,-0.00378233,-5.19445
4.22362,-2.34579,3.73038,-1.86939
5,5,-5,-5
8.09613,1.07394,-0.0251697,-5.50106
4.36774,-2.25759,3.79149,-2.27103
5,5,-5,-5
8.15686,1.1226,-0.0525262,-5.72284
4.42358,-2.20345,3.88684,-2.64366
5,5,-5,-5
8.15673,1.1225,-0.076914,-5.87363
4.40581,-2.18365,4.00943,-2.99234
5,5,-5,-5
8.10433,1.08042,-0.0944421,-5.96721
4.32674,-2.19522,4.14782,-3.32086
5,5,-5,-5
8.00677,1.00508,-0.104538,-6.01708
4.19716,-2.23327,4.28921,-3.63067
5,5,-5,-5
7.87055,0.906112,-0.108591,-6.0364
4.02719,-2.2921,4.42171,-3.92066
5,5,-5,-5
7.70242,0.793228,-0.108964,-6.03816
3.82699,-2.36605,4.53598,-4.18763
5,5,-5,-5
7.50983,0.675561,-0.108354,-6.03528
