robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.38616,0.267611,-2.90407,-0.460497
-0.836917,-2.40926,1.16091,2.45084
5,5,-5,-5
3.89646,0.1233,-2.62665,-0.599181
-0.2586,-2.65797,1.3587,2.42026
5,5,-5,-5
4.43497,0.0320283,-2.35766,-0.755235
0.353076,-2.85555,1.53562,2.38202
5,5,-5,-5
4.9842,2.49757e-05,-2.09872,-0.927828
0.978855,-2.99284,1.69653,2.32733
5,5,-5,-5
5.52571,0.027714,-1.85134,-1.11594
1.59826,-3.06665,1.84745,2.24842
5,5,-5,-5
6.04162,0.1097,-1.61689,-1.31835
2.19106,-3.07985,1.99551,2.13861
5,5,-5,-5
6.5159,0.235332,-1.39656,-1.5337
2.7387,-3.04076,2.14871,1.99207
5,5,-5,-5
6.93535,0.389748,-1.19139,-1.76048
3.22521,-2.9621,2.31547,1.8035
5,5,-5,-5
7.29003,0.555252,-1.0022,-1.99707
3.63779,-2.85959,2.50409,1.56747
5,5,-5,-5
7.57299,0.71284,-0.829618,-2.24175
3.96656,-2.75035,2.72203,1.27759
5,5,-5,-5
7.80001,0.857547,-0.666792,-2.50534
4.22725,-2.64036,2.98372,0.911339
5,5,-5,-5
7.99081,0.993125,-0.51229,-2.79536
4.44191,-2.52899,3.28286,0.459925
5,5,-5,-5
8.14628,1.11401,-0.373427,-3.104
4.6122,-2.42297,3.59523,-0.0626578
5,5,-5,-5
8.26739,1.21527,-0.255474,-3.42219
4.73995,-2.32833,3.89889,-0.639889
5,5,-5,-5
8.35493,1.29265,-0.161392,-3.73989
4.82688,-2.25036,4.17572,-1.25203
5,5,-5,-5
8.40931,1.34259,-0.0917627,-4.04648
4.87439,-2.19356,4.41264,-1.87614
5,5,-5,-5
8.43038,1.36235,-0.0449364,-4.33116
4.88334,-2.16164,4.60241,-2.48666
5,5,-5,-5
8.41725,1.35001,-0.0173892,-4.58336
4.85385,-2.15743,4.74373,-3.05634
