robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.78352,0.518124,-3.44753,-0.247123
-1.44095,-2.15655,0.721723,2.51283
5,5,-5,-5
2.66025,0.581223,-3.71887,-0.166917
-1.50732,-2.18126,0.490332,2.53172
5,5,-5,-5
2.54469,0.644379,-3.99853,-0.10132
-1.56729,-2.20021,0.248777,2.53693
5,5,-5,-5
2.43228,0.709686,-4.28258,-0.0517375
-1.62328,-2.21478,0.00175391,2.52596
5,5,-5,-5
2.31874,0.77971,-4.56685,-0.0187971
-1.6772,-2.2257,-0.245923,2.49707
5,5,-5,-5
2.20009,0.857477,-4.84715,-0.00233685
-1.7304,-2.23303,-0.489435,2.44926
5,5,-5,-5
2.07269,0.946501,-5.1193,-0.00142333
-1.7836,-2.23612,-0.724068,2.38227
5,5,-5,-5
1.93337,1.05085,-5.37924,-0.0144033
-1.83669,-2.23345,-0.945323,2.29652
5,5,-5,-5
1.77959,1.17522,-5.62317,-0.0389857
-1.88861,-2.22248,-1.149,2.19302
5,5,-5,-5
1.60961,1.32505,-5.84751,-0.0723503
-1.93697,-2.1994,-1.33129,2.07329
5,5,-5,-5
1.41833,1.51121,-6.06263,-0.114223
-1.97824,-2.15803,-1.50111,1.93334
5,5,-5,-5
1.21008,1.73864,-6.27732,-0.165906
-2.00467,-2.09091,-1.66754,1.77057
5,5,-5,-5
0.997602,2.0032,-6.486,-0.225924
-2.00762,-1.99288,-1.82726,1.5896
5,5,-5,-5
0.792476,2.29875,-6.68339,-0.291901
-1.98086,-1.86161,-1.97695,1.39613
5,5,-5,-5
0.604388,2.61702,-6.86455,-0.360662
-1.9213,-1.69817,-2.11331,1.1968
5,5,-5,-5
0.440566,2.94779,-7.02492,-0.428379
-1.82959,-1.50714,-2.233,0.999049
5,5,-5,-5
0.305396,3.27933,-7.16027,-0.490763
-1.71022,-1.29639,-2.33268,0.810903
5,5,-5,-5
0.200307,3.59895,-7.26668,-0.543302
