robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.88419,0.46973,-3.22004,-0.327554
-1.35231,-2.18584,0.903341,2.50047
5,5,-5,-5
2.85386,0.484021,-3.25108,-0.31585
-1.33305,-2.24908,0.871069,2.51398
5,5,-5,-5
2.82625,0.497243,-3.28168,-0.304537
-1.3095,-2.31267,0.840403,2.52538
5,5,-5,-5
2.79939,0.510312,-3.31223,-0.29347
-1.28376,-2.3755,0.810084,2.53611
5,5,-5,-5
2.77129,0.524193,-3.3431,-0.282512
-1.25794,-2.43644,0.778851,2.54759
5,5,-5,-5
2.74002,0.5399,-3.37469,-0.271538
-1.2341,-2.4943,0.745439,2.56123
5,5,-5,-5
2.70367,0.558506,-3.40736,-0.260432
-1.21431,-2.54784,0.708573,2.57842
5,5,-5,-5
2.66037,0.581163,-3.44152,-0.24909
-1.2006,-2.59578,0.66696,2.60054
5,5,-5,-5
2.6083,0.609126,-3.47756,-0.23742
-1.19494,-2.6367,0.619276,2.62893
5,5,-5,-5
2.54574,0.643786,-3.51586,-0.225345
-1.19924,-2.66909,0.564151,2.6649
5,5,-5,-5
2.48276,0.679875,-3.54879,-0.215233
-1.20351,-2.69821,0.507202,2.70862
5,5,-5,-5
2.42674,0.713005,-3.57164,-0.208363
-1.20029,-2.7286,0.452772,2.75881
5,5,-5,-5
2.37214,0.746251,-3.58927,-0.203142
-1.1951,-2.75728,0.397522,2.81439
5,5,-5,-5
2.3136,0.782979,-3.60658,-0.198086
-1.19327,-2.78098,0.338153,2.87423
5,5,-5,-5
2.24593,0.826857,-3.62847,-0.191786
-1.19993,-2.79612,0.271458,2.93719
5,5,-5,-5
2.16423,0.88194,-3.6599,-0.182932
-1.21995,-2.79873,0.194334,3.00217
5,5,-5,-5
2.06398,0.952807,-3.70586,-0.170384
-1.25777,-2.7843,0.103767,3.06794
5,5,-5,-5
1.94124,1.04475,-3.7714,-0.153297
-1.31727,-2.74762,-0.00320772,3.13315
