robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.44109,0.249233,-2.81302,-0.503655
-0.816008,-2.3732,0.781664,2.97172
5,5,-5,-5
3.98093,0.104952,-2.43035,-0.710839
-0.249594,-2.56013,0.526196,3.32139
5,5,-5,-5
4.53259,0.0218953,-2.05523,-0.959166
0.328344,-2.68446,0.175625,3.51557
5,5,-5,-5
5.08984,0.000807167,-1.70118,-1.24263
0.912092,-2.74627,-0.261212,3.54553
5,5,-5,-5
5.64642,0.0419626,-1.37935,-1.55168
1.49594,-2.74614,-0.770442,3.41111
5,5,-5,-5
6.19606,0.145164,-1.09784,-1.8738
2.07419,-2.68506,-1.33375,3.12063
5,5,-5,-5
6.73245,0.309732,-0.861342,-2.19438
2.64115,-2.56451,-1.92939,2.69022
5,5,-5,-5
7.24927,0.534487,-0.671244,-2.49763
3.19115,-2.38643,-2.53356,2.14261
5,5,-5,-5
7.74017,0.817723,-0.526102,-2.76746
3.71856,-2.15324,-3.12215,1.50577
5,5,-5,-5
8.19886,1.15717,-0.422581,-2.98823
4.21778,-1.86789,-3.67265,0.811386
5,5,-5,-5
8.61443,1.54516,-0.355222,-3.14904
4.6747,-1.53357,-4.18452,0.0659909
5,5,-5,-5
8.97956,1.97294,-0.31476,-3.254
5.07942,-1.15578,-4.63658,-0.739673
5,5,-5,-5
9.29305,2.43686,-0.293689,-3.31162
5.4326,-0.7407,-4.98676,-1.58676
5,5,-5,-5
9.55316,2.9339,-0.286654,-3.33136
5.73447,-0.293741,-5.20779,-2.44679
5,5,-5,-5
9.75739,3.4614,-0.289565,-3.32316
5.98469,0.180131,-5.28943,-3.28631
5,5,-5,-5
9.90236,4.01672,-0.298897,-3.29717
6.18212,0.676093,-5.23842,-4.0725
5,5,-5,-5
9.98372,4.59683,-0.311204,-3.26357
6.32482,1.18912,-5.07622,-4.77839
5,5,-5,-5
9.99608,5.19796,-0.322843,-3.23246
6.41007,1.71363,-4.835,-5.38662
