robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.82654,0.497105,-3.39196,-0.265636
-1.44923,-2.09477,0.7325,2.56082
5,5,-5,-5
2.74611,0.536819,-3.59873,-0.20037
-1.52231,-2.06714,0.523506,2.62932
5,5,-5,-5
2.67286,0.574571,-3.80814,-0.144131
-1.58896,-2.04017,0.311875,2.6888
5,5,-5,-5
2.60184,0.612649,-4.01979,-0.0970232
-1.65356,-2.01252,0.0979997,2.73914
5,5,-5,-5
2.52828,0.653668,-4.23328,-0.0591359
-1.72028,-1.98257,-0.117721,2.78026
5,5,-5,-5
2.44757,0.700569,-4.44821,-0.0305402
-1.79311,-1.94831,-0.334887,2.81209
5,5,-5,-5
2.35536,0.756666,-4.66418,-0.01129
-1.8758,-1.9074,-0.553093,2.83457
5,5,-5,-5
2.24761,0.825749,-4.88079,-0.00142138
-1.97174,-1.85698,-0.771933,2.84767
5,5,-5,-5
2.12076,0.912216,-5.09761,-0.000952936
-2.08385,-1.79357,-0.990999,2.85136
5,5,-5,-5
1.97189,1.02123,-5.31426,-0.00988554
-2.21432,-1.71292,-1.20988,2.84566
5,5,-5,-5
1.7905,1.16606,-5.53621,-0.0288355
-2.37329,-1.60212,-1.43472,2.83085
5,5,-5,-5
1.57855,1.35395,-5.76623,-0.0590595
-2.55916,-1.45307,-1.66863,2.80619
5,5,-5,-5
1.35214,1.58048,-5.99977,-0.100973
-2.75622,-1.26932,-1.90663,2.77065
5,5,-5,-5
1.12615,1.83878,-6.23233,-0.154243
-2.95004,-1.05684,-2.14381,2.72395
5,5,-5,-5
0.913324,2.11919,-6.45957,-0.217777
-3.12835,-0.824423,-2.37539,2.66658
5,5,-5,-5
0.723484,2.40936,-6.67734,-0.289742
-3.28182,-0.583557,-2.5968,2.59975
5,5,-5,-5
0.563117,2.69477,-6.88181,-0.367638
-3.40449,-0.347941,-2.80375,2.52536
5,5,-5,-5
0.435337,2.95945,-7.06948,-0.448379
