robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.94452,0.442038,-2.81302,-0.503655
-1.24704,-2.28391,0.781664,2.97172
5,5,-5,-5
2.97009,0.430594,-2.43035,-0.710839
-1.12316,-2.44086,0.526196,3.32139
5,5,-5,-5
2.99586,0.419233,-2.05523,-0.959166
-0.993862,-2.59442,0.175625,3.51557
5,5,-5,-5
3.02173,0.408001,-1.70118,-1.24263
-0.859479,-2.74417,-0.261212,3.54553
5,5,-5,-5
3.04759,0.396945,-1.37935,-1.55168
-0.720391,-2.88974,-0.770442,3.41111
5,5,-5,-5
3.07334,0.38611,-1.09784,-1.8738
-0.577004,-3.03076,-1.33375,3.12063
5,5,-5,-5
3.09886,0.375534,-0.861342,-2.19438
-0.429751,-3.1669,-1.92939,2.69022
5,5,-5,-5
3.12405,0.365259,-0.671244,-2.49763
-0.279091,-3.29788,-2.53356,2.14261
5,5,-5,-5
3.1488,0.355319,-0.526102,-2.76746
-0.125507,-3.42343,-3.12215,1.50577
5,5,-5,-5
3.17299,0.34575,-0.422581,-2.98823
0.0304997,-3.5433,-3.67265,0.811386
5,5,-5,-5
3.19668,0.336519,-0.355195,-3.14911
0.184412,-3.65425,-4.18502,0.0652934
5,5,-5,-5
3.22002,0.327563,-0.314667,-3.25425
0.333541,-3.75511,-4.63796,-0.742442
5,5,-5,-5
3.24301,0.318869,-0.293513,-3.31211
0.480377,-3.84861,-4.98856,-1.59264
5,5,-5,-5
3.26568,0.310423,-0.28639,-3.3321
0.62771,-3.93706,-5.20906,-2.45616
5,5,-5,-5
3.28804,0.302213,-0.289218,-3.32413
0.778588,-4.02244,-5.28915,-3.29868
5,5,-5,-5
3.31012,0.294228,-0.298491,-3.29829
0.936287,-4.10633,-5.23596,-4.08658
5,5,-5,-5
3.33192,0.286456,-0.310782,-3.26471
1.10429,-4.18989,-5.07172,-4.79229
5,5,-5,-5
3.35346,0.278886,-0.322469,-3.23345
