robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.9715,0.429969,-2.92758,-0.449717
-1.06529,-2.52035,1.11963,2.48628
5,5,-5,-5
3.029,0.404879,-2.68282,-0.569346
-0.722851,-2.90022,1.27842,2.48164
5,5,-5,-5
3.08967,0.379324,-2.45007,-0.699084
-0.343055,-3.25611,1.41992,2.46686
5,5,-5,-5
3.1514,0.354283,-2.22581,-0.84021
0.0676007,-3.58147,1.54907,2.43855
5,5,-5,-5
3.21201,0.330622,-2.00694,-0.994802
0.501483,-3.87093,1.67062,2.39275
5,5,-5,-5
3.26928,0.309094,-1.79095,-1.16568
0.950058,-4.12049,1.78895,2.32492
5,5,-5,-5
3.32095,0.290352,-1.576,-1.35634
1.40417,-4.32765,1.90795,2.23003
5,5,-5,-5
3.36474,0.274967,-1.36109,-1.57096
1.85435,-4.49145,2.03081,2.1026
5,5,-5,-5
3.39837,0.263462,-1.14627,-1.81429
2.29109,-4.61239,2.1598,1.9367
5,5,-5,-5
3.41955,0.256354,-0.932891,-2.09163
2.70514,-4.69234,2.29597,1.72603
5,5,-5,-5
3.43239,0.252095,-0.718634,-2.41738
3.09746,-4.73667,2.44226,1.45673
5,5,-5,-5
3.44149,0.2491,-0.511077,-2.79783
3.4734,-4.7508,2.58965,1.12461
5,5,-5,-5
3.44528,0.247857,-0.32605,-3.224
3.83101,-4.73724,2.72156,0.739852
5,5,-5,-5
3.44221,0.248863,-0.176344,-3.68381
4.1687,-4.69808,2.82436,0.315656
5,5,-5,-5
3.43073,0.252643,-0.0706249,-4.16259
4.48521,-4.6349,2.88847,-0.132233
5,5,-5,-5
3.40931,0.25978,-0.0126966,-4.6439
4.77951,-4.54881,2.90911,-0.586433
5,5,-5,-5
3.37643,0.270938,-0.0012276,-5.11079
5.05069,-4.44042,2.88658,-1.02905
5,5,-5,-5
3.33065,0.286903,-0.0299956,-5.54686
5.29797,-4.3098,2.82605,-1.44284
5,5,-5,-5
