robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.86476,0.130583,-4.01689,-0.097603
-0.0839012,-2.93668,-0.669456,3.61652
5,5,-5,-5
4.85558,0.00208617,-4.87488,-0.00156571
1.2984,-3.51167,-2.49427,4.39533
5,5,-5,-5
5.85217,0.0731541,-5.7366,-0.054556
2.73664,-3.83753,-4.45622,4.77873
5,5,-5,-5
6.81473,0.340949,-6.57636,-0.254994
4.18479,-3.91151,-6.46796,4.74383
5,5,-5,-5
7.70483,0.794777,-7.36912,-0.596903
5.59758,-3.73948,-8.43877,4.28734
5,5,-5,-5
8.48693,1.41652,-8.09125,-1.07009
6.93209,-3.33558,-10.279,3.42587
5,5,-5,-5
9.12979,2.18135,-8.72121,-1.66045
8.14929,-2.72157,-11.9045,2.1953
5,5,-5,-5
9.60776,3.05872,-9.24022,-2.35037
9.21542,-1.92586,-13.2406,0.649082
5,5,-5,-5
9.90174,4.01361,-9.63281,-3.1193
10.1031,-0.982331,-14.2262,-1.14421
5,5,-5,-5
9.99999,5.00789,-9.88728,-3.94429
10.7922,0.07105,-14.8162,-3.10426
5,5,-5,-5
9.89592,6.01489,-9.99685,-4.82258
11.2689,1.20709,-14.983,-5.19473
5,5,-5,-5
9.58289,6.99929,-9.94493,-5.74003
11.5187,2.38923,-14.6797,-7.34692
5,5,-5,-5
9.06738,7.90799,-9.71962,-6.65081
11.5393,3.56178,-13.8875,-9.41276
5,5,-5,-5
8.37211,8.69173,-9.32569,-7.50767
11.3451,4.67159,-12.6458,-11.2462
5,5,-5,-5
7.53389,9.31038,-8.78422,-8.26798
10.965,5.67344,-11.0463,-12.727
5,5,-5,-5
6.59969,9.73719,-8.12983,-8.89925
10.4393,6.53442,-9.21841,-13.7793
5,5,-5,-5
5.62148,9.96123,-7.40602,-9.38304
9.81387,7.23654,-7.30696,-14.3821
5,5,-5,-5
4.6507,9.98778,-6.65971,-9.7165
9.13553,7.77728,-5.45001,-14.568
