robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.73833,0.540756,-3.33563,-0.285144
-1.4315,-2.21833,0.845338,2.45703
5,5,-5,-5
2.55997,0.635801,-3.48465,-0.235158
-1.48481,-2.30355,0.750058,2.42327
5,5,-5,-5
2.38498,0.738348,-3.63515,-0.189886
-1.52529,-2.3777,0.652204,2.38277
5,5,-5,-5
2.21415,0.848005,-3.787,-0.149369
-1.55347,-2.4391,0.551409,2.33624
5,5,-5,-5
2.0482,0.964297,-3.94005,-0.113641
-1.57021,-2.48637,0.447368,2.28439
5,5,-5,-5
1.8878,1.08667,-4.09418,-0.0827359
-1.57672,-2.51849,0.339835,2.22801
5,5,-5,-5
1.73353,1.21448,-4.24925,-0.0566845
-1.57451,-2.53477,0.228624,2.16788
5,5,-5,-5
1.58593,1.34704,-4.40512,-0.0355145
-1.56534,-2.5349,0.11361,2.10483
5,5,-5,-5
1.44545,1.48359,-4.56166,-0.0192514
-1.55123,-2.5189,-0.00527612,2.03972
5,5,-5,-5
1.31246,1.62331,-4.71873,-0.00791762
-1.53435,-2.48713,-0.128051,1.97341
5,5,-5,-5
1.18887,1.76345,-4.88554,-0.00131017
-1.51517,-2.44229,-0.263779,1.90638
5,5,-5,-5
1.07505,1.90246,-5.06715,-0.000450876
-1.49325,-2.38751,-0.417001,1.83698
5,5,-5,-5
0.969169,2.04155,-5.25705,-0.00661175
-1.46922,-2.32357,-0.58086,1.76349
5,5,-5,-5
0.869653,2.18216,-5.44871,-0.0201751
-1.44321,-2.25075,-0.748481,1.68506
5,5,-5,-5
0.77516,2.32592,-5.63563,-0.0405677
-1.41495,-2.16891,-0.913054,1.60176
5,5,-5,-5
0.684611,2.47465,-5.81142,-0.0662798
-1.38376,-2.07748,-1.06792,1.51461
5,5,-5,-5
0.597202,2.63032,-5.96987,-0.0949676
-1.34857,-1.97554,-1.20664,1.42543
5,5,-5,-5
0.512435,2.79506,-6.10501,-0.123633
