robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.86476,0.130583,-3.01192,-0.412241
-0.0839012,-2.93668,1.55499,1.62329
5,5,-5,-5
4.85558,0.00208617,-2.83851,-0.491344
1.2984,-3.51167,2.01988,0.690199
5,5,-5,-5
5.85217,0.0731541,-2.66825,-0.576998
2.73664,-3.83753,2.32339,-0.287921
5,5,-5,-5
6.81473,0.340949,-2.50138,-0.669079
4.18479,-3.91151,2.46093,-1.28188
5,5,-5,-5
7.70483,0.794777,-2.33813,-0.767453
5.59758,-3.73948,2.43322,-2.26218
5,5,-5,-5
8.48693,1.41652,-2.17875,-0.871977
6.93209,-3.33558,2.24624,-3.19994
5,5,-5,-5
9.12979,2.18135,-2.02348,-0.982499
8.14929,-2.72157,1.91104,-4.06788
5,5,-5,-5
9.60776,3.05872,-1.87252,-1.09886
9.21542,-1.92586,1.44336,-4.84117
5,5,-5,-5
9.90174,4.01361,-1.72612,-1.22089
10.1031,-0.982331,0.863148,-5.49824
5,5,-5,-5
9.99999,5.00789,-1.58447,-1.34841
10.7922,0.07105,0.193842,-6.02148
5,5,-5,-5
9.89592,6.01489,-1.44492,-1.48412
11.2689,1.20709,-0.556298,-6.40452
5,5,-5,-5
9.58289,6.99929,-1.30649,-1.62983
11.5187,2.38923,-1.37078,-6.62942
5,5,-5,-5
9.06738,7.90799,-1.17171,-1.78376
11.5393,3.56178,-2.20496,-6.67583
5,5,-5,-5
8.37211,8.69173,-1.04279,-1.94378
11.3451,4.67159,-3.01004,-6.54051
5,5,-5,-5
7.53389,9.31038,-0.921595,-2.10749
10.965,5.67344,-3.73957,-6.23774
5,5,-5,-5
6.59969,9.73719,-0.809631,-2.27222
10.4393,6.53442,-4.3557,-5.79718
5,5,-5,-5
5.62148,9.96123,-0.708019,-2.43506
9.81387,7.23654,-4.83389,-5.25946
5,5,-5,-5
4.6507,9.98778,-0.617507,-2.59298
9.13553,7.77728,-5.16546,-4.67052
