robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.93106,0.448135,-3.31738,-0.291624
-1.3615,-2.11583,0.827986,2.50407
5,5,-5,-5
2.94694,0.44095,-3.44169,-0.249035
-1.35712,-2.10366,0.719519,2.52303
5,5,-5,-5
2.96518,0.43278,-3.56353,-0.210788
-1.35224,-2.08911,0.611867,2.53986
5,5,-5,-5
2.98403,0.424425,-3.68541,-0.175908
-1.34709,-2.07384,0.503684,2.55383
5,5,-5,-5
3.00175,0.416659,-3.80994,-0.143689
-1.342,-2.05958,0.393501,2.56391
5,5,-5,-5
3.01657,0.410227,-3.93977,-0.113702
-1.33735,-2.0481,0.279748,2.56878
5,5,-5,-5
3.02671,0.405858,-4.07761,-0.0858164
-1.33353,-2.04123,0.160753,2.56678
5,5,-5,-5
3.0304,0.404275,-4.22623,-0.060235
-1.33099,-2.04078,0.0347452,2.55589
5,5,-5,-5
3.02587,0.406218,-4.38839,-0.0375479
-1.33007,-2.04853,-0.100152,2.53364
5,5,-5,-5
3.01138,0.412475,-4.56685,-0.0187971
-1.33102,-2.06615,-0.245923,2.49707
5,5,-5,-5
3.00157,0.416741,-4.77658,-0.00499419
-1.32295,-2.09295,-0.415529,2.44066
5,5,-5,-5
3.00637,0.414648,-5.02292,-5.25206e-05
-1.29953,-2.12685,-0.614757,2.35963
5,5,-5,-5
3.01703,0.410031,-5.29382,-0.00864026
-1.26762,-2.16714,-0.834452,2.25279
5,5,-5,-5
3.02475,0.406701,-5.57686,-0.0333884
-1.23395,-2.21311,-1.06488,2.12114
5,5,-5,-5
3.02075,0.408423,-5.85955,-0.0744375
-1.20515,-2.26398,-1.2959,1.96836
5,5,-5,-5
2.99627,0.419055,-6.12968,-0.129289
-1.18758,-2.31873,-1.51729,1.80096
5,5,-5,-5
2.94272,0.442852,-6.37563,-0.192958
-1.18712,-2.37573,-1.71905,1.6281
5,5,-5,-5
2.85193,0.484937,-6.58662,-0.258415
