fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
317.643,17.6433,3,0.539398,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.739,17.7388,3,0.365768,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.747,17.7474,3,0.450479,17,0,0,0,0,0
317.716,17.7156,3,0.493192,17,0,0,0,0,0
317.734,17.734,3,0.36922,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.734,17.7336,3,0.432313,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.747,17.7474,3,0.450479,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.746,17.7457,3,0.600557,17,0,0,0,0,0
317.753,17.753,3,0.40584,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.643,17.6433,3,0.539398,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.717,17.7171,3,0.349672,17,0,0,0,0,0
317.739,17.7388,3,0.365768,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.69,17.69,3,0.3882,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.737,17.737,3,0.427706,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.753,17.753,3,0.40584,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.715,17.7151,3,0.361613,17,0,0,0,0,0
317.716,17.7156,3,0.493192,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.734,17.7336,3,0.368169,17,0,0,0,0,0
317.717,17.7171,3,0.349672,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.753,17.753,3,0.40584,17,0,0,0,0,0
317.734,17.7336,3,0.368169,17,0,0,0,0,0
317.69,17.69,3,0.3882,17,0,0,0,0,0
317.737,17.737,3,0.427706,17,0,0,0,0,0
317.717,17.7171,3,0.349672,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.755,17.7552,3,0.493361,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.734,17.734,3,0.36922,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.709,17.7091,3,0.35519,17,0,0,0,0,0
317.755,17.7549,3,0.623274,17,0,0,0,0,0
317.702,17.7023,3,0.461312,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.702,17.7023,3,0.461312,17,0,0,0,0,0
317.702,17.7023,3,0.461312,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.734,17.7336,3,0.368169,17,0,0,0,0,0
317.69,17.69,3,0.3882,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.755,17.7553,3,0.373117,17,0,0,0,0,0
317.716,17.7156,3,0.493192,17,0,0,0,0,0
317.733,17.7326,3,0.373111,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.753,17.753,3,0.40584,17,0,0,0,0,0
317.755,17.7549,3,0.623274,17,0,0,0,0,0
317.745,17.7452,3,0.378437,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.707,17.7074,3,0.401003,17,0,0,0,0,0
317.643,17.6433,3,0.539398,17,0,0,0,0,0
