robo1_q0,robo1_q1,robo2_q0,robo2_q1
-2,-0.6,1.2,-0.6
0.908445,0.139774,-0.116442,1.30103
3.81689,0.879549,-1.43288,3.20207
5.63891,1.31581,-2.62974,4.61919
5.65022,1.24622,-3.62728,5.22979
4.57511,0.873108,-4.50523,5.35649
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.872128,1.62935,2.33925,-2.4182
3.74426,3.8587,3.47851,-4.23641
5.42402,4.91202,3.96907,-5.08105
5.47513,4.17646,3.37851,-4.30308
4.48756,2.33823,2.13925,-2.55154
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.948314,-0.180021,1.20427,-1.86034
3.89663,0.239958,1.20854,-3.12067
5.73677,0.530858,1.18321,-3.71174
5.72996,0.606625,1.10854,-3.18734
4.61498,0.553312,1.00427,-1.99367
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.28441,0.961431,3.03901,0.81346
2.56882,2.52286,4.87803,2.22692
4.10719,3.3326,5.68667,3.42242
4.40215,2.88953,4.77803,4.25465
3.95108,1.69476,2.83901,4.86892
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
0.417901,0.768757,2.11243,0.0142172
2.8358,2.13751,3.02485,0.628434
4.43485,2.85968,3.41232,0.889442
4.66914,2.50418,2.92485,0.561768
4.08457,1.50209,1.91243,-0.119116
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.820897,1.6049,-0.0628451,0.796633
3.64179,3.80979,-1.32569,2.19327
5.54977,4.97204,-2.49818,3.38112
5.57759,4.22537,-3.52009,4.221
4.53879,2.36268,-4.45164,4.85209
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.417901,0.768757,3.06422,-2.38574
2.8358,2.13751,4.92844,-4.17149
4.43485,2.85968,5.74854,-5.00137
4.66914,2.50418,4.82844,-4.23815
4.11694,1.50363,2.86422,-2.51908
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.995045,-2.29321,0.574839,-0.291943
3.99009,-3.98642,-0.0503229,0.0161141
5.85147,-5.22726,-0.36176,0.137958
5.82342,-5.71415,-0.150323,-0.0505525
4.66171,-5.74867,0.374839,-0.425276
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.722299,-2.05763,-0.61163,-0.108917
3.4446,-3.51526,-2.42326,0.382165
5.18201,-4.64902,-3.8452,0.587203
5.38101,-5.48352,-4.61766,0.315499
4.44051,-5.63335,-5.00042,-0.242251
3.5,-5.78319,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-2.44968,-2.38141,-0.0206589,0.37656
-2.59205,-2.96082,-1.24132,1.35312
-2.72732,-3.49046,-1.82344,2.35003
-2.68658,-4.35024,-1.34132,3.38085
-2.65252,-5.24258,-0.220659,4.43202
-2.78319,-5.78319,0.9,5.48319
-2,-0.6,1.2,-0.6
0.646225,0.238614,0.855883,-2.49258
3.29245,1.07723,0.511765,-4.38516
4.99528,1.55841,0.328075,-5.2636
5.12578,1.44389,0.411765,-4.45182
4.57511,0.873108,0.655883,-2.62591
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.907008,1.67504,-0.568447,-1.28054
1.83062,2.37412,-2.33689,-1.96108
2.61683,2.87565,-3.7392,-2.28859
3.20121,3.15006,-4.53129,-2.02774
3.43733,3.17856,-4.95724,-1.41387
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,3.09861,1.1929
3.29245,1.07723,4.99721,2.9858
4.99528,1.55841,5.83295,4.35377
5.12578,1.44389,4.89721,5.01353
4.21606,0.860087,2.89861,5.24836
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
0.646225,0.238614,-1.28575,0.0799153
3.29245,1.07723,-3.7715,0.759831
4.99528,1.55841,-5.49986,1.0507
5.12578,1.44389,-5.9659,0.693164
4.21606,0.860087,-5.67454,-0.053418
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.820897,1.6049,2.7206,-2.68314
3.64179,3.80979,4.24119,-4.76628
5.42402,4.91202,4.9051,-5.73134
5.47513,4.17646,4.14119,-4.83295
4.48756,2.33823,2.5206,-2.81647
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-0.227506,1.60775,-0.0166413,-0.0999612
1.54499,3.81551,-1.23328,0.400078
2.85067,4.91903,-1.81357,0.609186
3.37832,4.18217,-1.33328,0.333411
3.43916,2.34109,-0.216641,-0.233295
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.252743,-0.977544,-1.19817,0.403016
4.02946,-1.4267,-3.59634,1.40603
6.03797,-1.17745,-5.28489,2.41497
5.97538,-0.785328,-5.79074,3.43376
4.73769,-0.142664,-5.58696,4.45847
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.1999,0.576141,0.31519,-1.68823
2.3998,1.75228,-0.56962,-2.77646
3.89975,2.38689,-0.999079,-3.28929
4.23313,2.11895,-0.66962,-2.84313
3.86657,1.30947,0.11519,-1.82156
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.995045,-2.29321,0.554658,-1.40655
3.99009,-3.98642,-0.0906848,-2.2131
5.85147,-5.22726,-0.411295,-2.5979
5.82342,-5.71415,-0.190685,-2.27977
4.66171,-5.74867,0.354658,-1.53989
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
-3.6996,2.67191,2.29774,0.162883
-3.21058,1.68632,3.39548,0.925766
-4.42115,3.97265,3.86718,1.25435
-5.04261,5.11189,3.29548,0.859099
-4.68221,4.33931,2.09774,0.0295497
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-0.105626,-0.724852
3.29245,1.07723,-1.41125,-0.849703
4.99528,1.55841,-2.03199,-0.924636
5.12578,1.44389,-1.51125,-0.91637
4.21606,0.860087,-0.305626,-0.858185
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-3.64133,-0.842947,1.88362,1.81808
-5.28266,-1.08589,2.56725,4.23617
-6.09992,-1.09633,2.85072,5.88832
-5.54372,-0.719228,2.46725,6.2639
-4.16345,-0.109614,1.68362,5.87354
-2.78319,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
-1.90524,-1.90109,-0.785547,1.85147
-1.81049,-3.20219,-2.77109,4.30294
-1.83862,-4.26479,-4.27209,5.97027
-2.07155,-4.92992,-4.96549,6.33067
-2.42737,-5.35655,-5.17434,5.90693
-2.78319,-5.78319,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.1999,0.576141,-1.45683,1.38055
2.3998,1.75228,-4.11366,3.3611
3.89975,2.38689,-5.91978,4.81437
4.23313,2.11895,-6.30805,5.38883
3.86657,1.30947,-5.84562,5.43601
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
1.07102,-0.875997,1.46296,0.0524981
4.14205,-1.15199,1.72593,0.704996
6.03797,-1.17745,1.81819,0.983404
5.97538,-0.785328,1.62593,0.63833
4.73769,-0.142664,1.26296,-0.0808352
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-1.05,-2.82157
3.29245,1.07723,-3.30001,-5.04315
4.99528,1.55841,-4.92121,-6.07113
5.12578,1.44389,-5.4944,-5.10981
4.57511,0.873108,-5.43879,-2.95491
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.722299,-2.05763,-1.37765,-1.75318
3.4446,-3.51526,-3.95529,-2.90637
5.18201,-4.64902,-5.72542,-3.44872
5.27793,-5.24299,-6.14969,-2.97303
4.38897,-5.51309,-5.76644,-1.88652
3.5,-5.78319,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.872128,1.62935,-1.06908,-2.32439
3.74426,3.8587,-3.33817,-4.04878
5.54977,4.97204,-4.96804,-4.85078
5.57759,4.22537,-5.53256,-4.11545
4.48756,2.33823,-5.45787,-2.45772
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.872128,1.62935,-1.3555,-2.08067
3.74426,3.8587,-3.911,-3.56135
5.42402,4.91202,-5.67106,-4.25257
5.47513,4.17646,-6.10539,-3.62802
4.48756,2.33823,-5.74429,-2.21401
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.974903,-1.61845,2.65223,-0.900377
3.94981,-2.6369,4.10446,-1.20075
5.80204,-3.57103,4.73729,-1.35547
5.78314,-4.36463,4.00446,-1.26742
4.64157,-5.07391,2.45223,-1.03371
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.417901,0.768757,-1.38269,-2.64227
2.8358,2.13751,-3.96537,-4.68454
4.43485,2.85968,-5.73779,-5.63103
4.66914,2.50418,-6.15977,-4.75121
4.08457,1.50209,-5.77148,-2.77561
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.594437,0.14294,1.93713,-0.327885
3.29245,1.07723,2.67427,-0.0557705
4.99528,1.55841,2.98206,0.0497362
5.12578,1.44389,2.57427,-0.122437
4.57511,0.873108,1.73713,-0.461219
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.77384,-2.1779,1.51363,-1.35788
3.54768,-3.75579,1.82726,-2.11577
5.30852,-4.94422,1.94254,-2.47844
5.38101,-5.48352,1.72726,-2.18243
4.44051,-5.63335,1.31363,-1.49122
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.908445,0.139774,1.20238,-0.798604
3.81689,0.879549,1.20476,-0.997207
5.63891,1.31581,1.17856,-1.10566
5.65022,1.24622,1.10476,-1.06387
4.57511,0.873108,1.00238,-0.931937
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.388308,1.44972,0.741777,0.151462
2.77662,3.49943,0.283554,0.902923
4.36221,4.53112,0.0479981,1.22631
4.60995,3.8661,0.183554,0.836256
4.05497,2.18305,0.541777,0.0181282
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-0.187149,0.390913,0.945111,-0.490687
