robo1_q0,robo1_q1,robo2_q0,robo2_q1
-0.53547,0.348245,1.2,-0.6
2.95807,2.52796,-0.116442,1.30103
3.02973,2.56064,-1.43288,3.20207
3.07831,2.53038,-2.62974,4.61919
3.10076,2.47151,-3.62728,5.22979
3.59775,1.4355,-4.50523,5.35649
3.5,0.5,-5.38319,5.48319
-0.53547,0.348245,1.2,-0.6
2.95807,2.52796,2.33925,-2.4182
3.02973,2.56064,3.47851,-4.23641
3.07831,2.53038,3.96907,-5.08105
3.10076,2.47151,3.37851,-4.30308
3.59775,1.4355,2.13925,-2.55154
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,1.20427,-1.86034
2.99644,2.54518,1.20854,-3.12067
3.07735,2.52693,1.18321,-3.71174
3.12997,2.41497,1.10854,-3.18734
3.58818,1.50822,1.00427,-1.99367
3.5,0.5,0.9,-0.8
-0.619052,0.457622,1.2,-0.6
2.8639,2.54783,3.03901,0.81346
2.99644,2.54518,4.87803,2.22692
3.08777,2.51317,5.68667,3.42242
3.10076,2.47151,4.77803,4.25465
3.59775,1.4355,2.83901,4.86892
3.5,0.5,0.9,5.48319
-0.680916,0.557675,1.2,-0.6
2.80584,2.48249,2.11243,0.0142172
2.99644,2.54518,3.02485,0.628434
3.07735,2.52693,3.41232,0.889442
3.14497,2.49369,2.92485,0.561768
3.59775,1.4355,1.91243,-0.119116
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.80584,2.48249,-0.0628451,0.796633
2.99644,2.54518,-1.32569,2.19327
3.07735,2.52693,-2.49818,3.38112
3.10906,2.48631,-3.52009,4.221
3.58818,1.50822,-4.45164,4.85209
3.5,0.5,-5.38319,5.48319
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,3.06422,-2.38574
2.99644,2.54518,4.92844,-4.17149
3.07735,2.52693,5.74854,-5.00137
3.12997,2.41497,4.82844,-4.23815
3.58818,1.50822,2.86422,-2.51908
3.5,0.5,0.9,-0.8
-0.587762,0.596281,1.2,-0.6
2.9529,2.51715,0.574839,-0.291943
3.09382,2.62912,-0.0503229,0.0161141
3.09718,2.58516,-0.36176,0.137958
3.10906,2.48631,-0.150323,-0.0505525
3.58818,1.50822,0.374839,-0.425276
3.5,0.5,0.9,-0.8
-0.619052,0.457622,1.2,-0.6
2.8639,2.54783,-0.61163,-0.108917
2.99644,2.54518,-2.42326,0.382165
3.08777,2.51317,-3.8452,0.587203
3.10076,2.47151,-4.61766,0.315499
3.59775,1.4355,-5.00042,-0.242251
3.5,0.5,-5.38319,-0.8
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,-0.0206589,0.37656
2.99644,2.54518,-1.24132,1.35312
3.07735,2.52693,-1.82344,2.35003
3.12997,2.41497,-1.34132,3.38085
3.58818,1.50822,-0.220659,4.43202
3.5,0.5,0.9,5.48319
-0.619052,0.457622,1.2,-0.6
2.8639,2.54783,0.855883,-2.49258
3.02973,2.56064,0.511765,-4.38516
3.07831,2.53038,0.328075,-5.2636
3.10076,2.47151,0.411765,-4.45182
3.59775,1.4355,0.655883,-2.62591
3.5,0.5,0.9,-0.8
-0.587762,0.596281,1.2,-0.6
2.95807,2.52796,-0.568447,-1.28054
3.03308,2.55636,-2.33689,-1.96108
3.09718,2.58516,-3.7392,-2.28859
3.15645,2.55019,-4.53129,-2.02774
3.59775,1.4355,-4.95724,-1.41387
3.5,0.5,-5.38319,-0.8
-0.619052,0.457622,1.2,-0.6
2.8639,2.54783,3.09861,1.1929
3.02973,2.56064,4.99721,2.9858
3.07831,2.53038,5.83295,4.35377
3.10076,2.47151,4.89721,5.01353
3.59775,1.4355,2.89861,5.24836
3.5,0.5,0.9,5.48319
-0.628163,0.629554,1.2,-0.6
2.9529,2.51715,-1.28575,0.0799153
2.99958,2.55127,-3.7715,0.759831
3.09718,2.58516,-5.49986,1.0507
3.13483,2.42362,-5.9659,0.693164
3.58818,1.50822,-5.67454,-0.053418
3.5,0.5,-5.38319,-0.8
-0.587762,0.596281,1.2,-0.6
2.95807,2.52796,2.7206,-2.68314
3.03308,2.55636,4.24119,-4.76628
3.09718,2.58516,4.9051,-5.73134
3.15645,2.55019,4.14119,-4.83295
3.59775,1.4355,2.5206,-2.81647
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.80584,2.48249,-0.0166413,-0.0999612
2.99644,2.54518,-1.23328,0.400078
3.07735,2.52693,-1.81357,0.609186
3.14497,2.49369,-1.33328,0.333411
3.59775,1.4355,-0.216641,-0.233295
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.80584,2.48249,-1.19817,0.403016
2.99644,2.54518,-3.59634,1.40603
3.07735,2.52693,-5.28489,2.41497
3.10906,2.48631,-5.79074,3.43376
3.58818,1.50822,-5.58696,4.45847
3.5,0.5,-5.38319,5.48319
-0.587762,0.596281,1.2,-0.6
2.9529,2.51715,0.31519,-1.68823
3.09382,2.62912,-0.56962,-2.77646
3.09718,2.58516,-0.999079,-3.28929
3.11027,2.56902,-0.66962,-2.84313
3.58818,1.50822,0.11519,-1.82156
3.5,0.5,0.9,-0.8
-0.619052,0.457622,1.2,-0.6
2.8639,2.54783,0.554658,-1.40655
3.02973,2.56064,-0.0906848,-2.2131
3.07831,2.53038,-0.411295,-2.5979
3.10076,2.47151,-0.190685,-2.27977
3.59775,1.4355,0.354658,-1.53989
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,2.29774,0.162883
2.99644,2.54518,3.39548,0.925766
3.08777,2.51317,3.86718,1.25435
3.10076,2.47151,3.29548,0.859099
3.59775,1.4355,2.09774,0.0295497
3.5,0.5,0.9,-0.8
-0.53547,0.348245,1.2,-0.6
2.95377,2.54203,-0.105626,-0.724852
2.99644,2.54518,-1.41125,-0.849703
3.07735,2.52693,-2.03199,-0.924636
3.09001,2.39965,-1.51125,-0.91637
3.59775,1.4355,-0.305626,-0.858185
3.5,0.5,0.9,-0.8
-0.587762,0.596281,1.2,-0.6
2.95807,2.52796,1.88362,1.81808
3.03308,2.55636,2.56725,4.23617
3.09718,2.58516,2.85072,5.88832
3.15645,2.55019,2.46725,6.2639
3.59775,1.4355,1.68362,5.87354
3.5,0.5,0.9,5.48319
-0.587762,0.596281,1.2,-0.6
2.9529,2.51715,-0.785547,1.85147
3.09382,2.62912,-2.77109,4.30294
3.09718,2.58516,-4.27209,5.97027
3.11027,2.56902,-4.96549,6.33067
3.58818,1.50822,-5.17434,5.90693
3.5,0.5,-5.38319,5.48319
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,-1.45683,1.38055
2.99644,2.54518,-4.11366,3.3611
3.07735,2.52693,-5.91978,4.81437
3.12997,2.41497,-6.30805,5.38883
3.58818,1.50822,-5.84562,5.43601
3.5,0.5,-5.38319,5.48319
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,1.46296,0.0524981
2.99644,2.54518,1.72593,0.704996
3.07735,2.52693,1.81819,0.983404
3.12997,2.41497,1.62593,0.63833
3.58818,1.50822,1.26296,-0.0808352
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,-1.05,-2.82157
2.99644,2.54518,-3.30001,-5.04315
3.08777,2.51317,-4.92121,-6.07113
3.10076,2.47151,-5.4944,-5.10981
3.59775,1.4355,-5.43879,-2.95491
3.5,0.5,-5.38319,-0.8
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,-1.37765,-1.75318
2.99644,2.54518,-3.95529,-2.90637
3.07735,2.52693,-5.72542,-3.44872
3.12997,2.41497,-6.14969,-2.97303
3.58818,1.50822,-5.76644,-1.88652
3.5,0.5,-5.38319,-0.8
-0.587762,0.596281,1.2,-0.6
2.9529,2.51715,-1.06908,-2.32439
3.09382,2.62912,-3.33817,-4.04878
3.09718,2.58516,-4.96804,-4.85078
3.10906,2.48631,-5.53256,-4.11545
3.58818,1.50822,-5.45787,-2.45772
3.5,0.5,-5.38319,-0.8
-0.53547,0.348245,1.2,-0.6
2.95807,2.52796,-1.3555,-2.08067
3.02973,2.56064,-3.911,-3.56135
3.07831,2.53038,-5.67106,-4.25257
3.10076,2.47151,-6.10539,-3.62802
3.59775,1.4355,-5.74429,-2.21401
3.5,0.5,-5.38319,-0.8
-0.680916,0.557675,1.2,-0.6
2.80584,2.48249,2.65223,-0.900377
2.99644,2.54518,4.10446,-1.20075
3.07735,2.52693,4.73729,-1.35547
3.10906,2.48631,4.00446,-1.26742
3.58818,1.50822,2.45223,-1.03371
3.5,0.5,0.9,-0.8
-0.619052,0.457622,1.2,-0.6
2.8639,2.54783,-1.38269,-2.64227
2.99644,2.54518,-3.96537,-4.68454
3.08777,2.51317,-5.73779,-5.63103
3.10076,2.47151,-6.15977,-4.75121
3.59775,1.4355,-5.77148,-2.77561
3.5,0.5,-5.38319,-0.8
-0.691705,0.611175,1.2,-0.6
2.84401,2.49108,1.93713,-0.327885
2.99644,2.54518,2.67427,-0.0557705
3.07735,2.52693,2.98206,0.0497362
3.06258,2.50879,2.57427,-0.122437
3.59775,1.4355,1.73713,-0.461219
3.5,0.5,0.9,-0.8
-0.53547,0.348245,1.2,-0.6
2.95377,2.54203,1.51363,-1.35788
2.99644,2.54518,1.82726,-2.11577
3.07735,2.52693,1.94254,-2.47844
3.09001,2.39965,1.72726,-2.18243
3.59775,1.4355,1.31363,-1.49122
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.92907,2.48278,1.20238,-0.798604
2.99644,2.54518,1.20476,-0.997207
3.07735,2.52693,1.17856,-1.10566
3.12997,2.41497,1.10476,-1.06387
3.58818,1.50822,1.00238,-0.931937
3.5,0.5,0.9,-0.8
-0.628163,0.629554,1.2,-0.6
2.9529,2.51715,0.741777,0.151462
2.99958,2.55127,0.283554,0.902923
3.09718,2.58516,0.0479981,1.22631
3.13483,2.42362,0.183554,0.836256
3.58818,1.50822,0.541777,0.0181282
3.5,0.5,0.9,-0.8
-0.53547,0.348245,1.2,-0.6
2.95807,2.52796,0.945111,-0.490687
3.02973,2.56064,0.690222,-0.381374
3.07831,2.53038,0.54709,-0.349868
3.10076,2.47151,0.590222,-0.448041
3.59775,1.4355,0.745111,-0.62402
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.80584,2.48249,1.83507,-0.226282
2.99644,2.54518,2.47014,0.147436
3.07735,2.52693,2.73154,0.299126
3.14497,2.49369,2.37014,0.0807694
3.59775,1.4355,1.63507,-0.359615
3.5,0.5,0.9,-0.8
-0.53547,0.348245,1.2,-0.6
2.95377,2.54203,2.38868,1.03579
2.99644,2.54518,3.57736,2.67157
3.07735,2.52693,4.09039,3.96813
3.09001,2.39965,3.47736,4.6993
3.59775,1.4355,2.18868,5.09124
3.5,0.5,0.9,5.48319
-0.587762,0.596281,1.2,-0.6
2.9529,2.51715,3.1007,-0.655091
3.09382,2.62912,5.0014,-0.710182
3.09718,2.58516,5.83808,-0.753405
