fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.299,16.2993,1,0.268386,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.33,16.3297,1,0.348442,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.336,16.3358,1,0.184121,47,0,0,0,0,0
116.332,16.3322,1,0.20738,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.336,16.3365,1,0.298966,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.321,16.3206,1,0.325233,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.303,16.303,1,0.302758,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.253,16.2534,1,0.283141,47,0,0,0,0,0
116.223,16.2228,1,0.251387,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.332,16.3322,1,0.20738,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.335,16.335,1,0.255047,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.223,16.2228,1,0.251387,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.342,16.3415,1,0.273706,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.332,16.3322,1,0.20738,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.338,16.3381,1,0.25684,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.284,16.2844,1,0.254814,47,0,0,0,0,0
116.336,16.3365,1,0.217564,47,0,0,0,0,0
116.223,16.2228,1,0.251387,47,0,0,0,0,0
116.284,16.2844,1,0.254814,47,0,0,0,0,0
116.332,16.3322,1,0.20738,47,0,0,0,0,0
116.338,16.3381,1,0.25684,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.289,16.2894,1,0.210284,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.321,16.3206,1,0.325233,47,0,0,0,0,0
116.344,16.3437,1,0.166384,47,0,0,0,0,0
116.321,16.3206,1,0.325233,47,0,0,0,0,0
116.342,16.3415,1,0.273706,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.334,16.3344,1,0.275969,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.223,16.2228,1,0.251387,47,0,0,0,0,0
116.303,16.303,1,0.302758,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.33,16.3297,1,0.348442,47,0,0,0,0,0
116.223,16.2228,1,0.251387,47,0,0,0,0,0
116.303,16.303,1,0.302758,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.303,16.303,1,0.302758,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.334,16.3344,1,0.275969,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.289,16.2894,1,0.210284,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.338,16.3381,1,0.25684,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.335,16.335,1,0.255047,47,0,0,0,0,0
116.332,16.3322,1,0.20738,47,0,0,0,0,0
116.335,16.3348,1,0.257346,47,0,0,0,0,0
116.339,16.339,1,0.1709,47,0,0,0,0,0
116.223,16.2228,1,0.251387,47,0,0,0,0,0
