fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
114.885,14.8847,1,0.240275,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.89,14.8905,1,0.267924,84,0,0,0,0,0
114.889,14.8893,1,0.202854,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.889,14.8893,1,0.202854,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.889,14.8893,1,0.202854,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.874,14.8743,1,0.211481,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.892,14.8925,1,0.217226,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.889,14.8893,1,0.202854,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.889,14.8893,1,0.202854,84,0,0,0,0,0
114.884,14.8841,1,0.512152,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.884,14.8841,1,0.512152,84,0,0,0,0,0
114.874,14.8743,1,0.211481,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.89,14.8905,1,0.267924,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.874,14.8743,1,0.211481,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.874,14.8743,1,0.211481,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.874,14.8743,1,0.211481,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.895,14.8946,1,0.217432,84,0,0,0,0,0
114.889,14.8893,1,0.202854,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.885,14.8847,1,0.240275,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.892,14.8925,1,0.217226,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.894,14.8941,1,0.247232,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
114.9,14.9004,1,0.201314,84,0,0,0,0,0
