robo1_q0,robo1_q1,robo2_q0,robo2_q1
-2,-0.6,1.2,-0.6
0.646225,0.238614,-0.116442,1.30103
3.29245,1.07723,-1.43288,3.20207
4.99528,1.55841,-2.62974,4.61919
5.12578,1.44389,-3.62728,5.22979
4.31289,0.971947,-4.50523,5.35649
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.68069,-0.908584,2.33925,-2.4182
3.36138,-1.21717,3.47851,-4.23641
5.07988,-1.25743,3.96907,-5.08105
5.19471,-0.850501,3.37851,-4.30308
4.34736,-0.175251,2.13925,-2.55154
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.802847,0.428713,1.20427,-1.86034
3.60569,1.45743,1.20854,-3.12067
5.37972,2.02502,1.18321,-3.71174
5.43903,1.82409,1.10854,-3.18734
4.46951,1.16205,1.00427,-1.99367
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.722299,-2.05763,3.03901,0.81346
3.4446,-3.51526,4.87803,2.22692
5.18201,-4.64902,5.68667,3.42242
5.27793,-5.24299,4.77803,4.25465
4.38897,-5.51309,2.83901,4.86892
3.5,-5.78319,0.9,5.48319
-2,-0.6,1.2,-0.6
0.77384,-2.1779,2.11243,0.0142172
3.54768,-3.75579,3.02485,0.628434
5.30852,-4.94422,3.41232,0.889442
5.38101,-5.48352,2.92485,0.561768
4.44051,-5.63335,1.91243,-0.119116
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
1.07102,-0.875997,-0.0628451,0.796633
4.14205,-1.15199,-1.32569,2.19327
6.03797,-1.17745,-2.49818,3.38112
5.97538,-0.785328,-3.52009,4.221
4.73769,-0.142664,-4.45164,4.85209
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.974903,-1.61845,3.06422,-2.38574
3.94981,-2.6369,4.92844,-4.17149
5.80204,-3.57103,5.74854,-5.00137
5.78314,-4.36463,4.82844,-4.23815
4.64157,-5.07391,2.86422,-2.51908
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.995045,-2.29321,0.574839,-0.291943
3.99009,-3.98642,-0.0503229,0.0161141
5.85147,-5.22726,-0.36176,0.137958
5.82342,-5.71415,-0.150323,-0.0505525
4.66171,-5.74867,0.374839,-0.425276
3.5,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
1.01044,1.25964,-0.61163,-0.108917
4.02087,3.11928,-2.42326,0.382165
5.88925,4.06457,-3.8452,0.587203
5.85421,3.48595,-4.61766,0.315499
4.6771,1.99297,-5.00042,-0.242251
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.820897,1.6049,-0.0206589,0.37656
3.64179,3.80979,-1.24132,1.35312
5.42402,4.91202,-1.82344,2.35003
5.47513,4.17646,-1.34132,3.38085
4.48756,2.33823,-0.220659,4.43202
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
0.872128,1.62935,0.855883,-2.49258
3.74426,3.8587,0.511765,-4.38516
5.54977,4.97204,0.328075,-5.2636
5.57759,4.22537,0.411765,-4.45182
4.53879,2.36268,0.655883,-2.62591
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-2.05347,-1.28129,-0.568447,-1.28054
-2.10693,-1.96259,-2.33689,-1.96108
-2.20244,-2.74346,-3.7392,-2.28859
-2.368,-3.69032,-4.53129,-2.02774
-2.57559,-4.73675,-4.95724,-1.41387
-2.78319,-5.78319,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.549396,0.126753,3.09861,1.1929
3.09879,0.853507,4.99721,2.9858
4.75761,1.28385,5.83295,4.35377
4.93212,1.22017,4.89721,5.01353
4.21606,0.860087,2.89861,5.24836
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
0.1999,0.576141,-1.28575,0.0799153
2.3998,1.75228,-3.7715,0.759831
3.89975,2.38689,-5.49986,1.0507
4.23313,2.11895,-5.9659,0.693164
3.86657,1.30947,-5.67454,-0.053418
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-0.0846909,0.88706,2.7206,-2.68314
1.83062,2.37412,4.24119,-4.76628
3.20121,3.15006,4.9051,-5.73134
3.66395,2.74079,4.14119,-4.83295
3.58198,1.62039,2.5206,-2.81647
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.417901,0.768757,-0.0166413,-0.0999612
2.8358,2.13751,-1.23328,0.400078
4.43485,2.85968,-1.81357,0.609186
4.66914,2.50418,-1.33328,0.333411
4.08457,1.50209,-0.216641,-0.233295
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.948314,-0.180021,-1.19817,0.403016
3.89663,0.239958,-3.59634,1.40603
5.73677,0.530858,-5.28489,2.41497
5.72996,0.606625,-5.79074,3.43376
4.61498,0.553312,-5.58696,4.45847
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.70558,-1.08747,0.31519,-1.68823
3.41116,-1.57493,-0.56962,-2.77646
5.14097,-1.69651,-0.999079,-3.28929
5.24449,-1.20827,-0.66962,-2.84313
4.37225,-0.354134,0.11519,-1.82156
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.908445,0.139774,0.554658,-1.40655
3.81689,0.879549,-0.0906848,-2.2131
5.63891,1.31581,-0.411295,-2.5979
5.65022,1.24622,-0.190685,-2.27977
4.57511,0.873108,0.354658,-1.53989
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.28441,0.961431,2.29774,0.162883
2.56882,2.52286,3.39548,0.925766
4.10719,3.3326,3.86718,1.25435
4.40215,2.88953,3.29548,0.859099
3.95108,1.69476,2.09774,0.0295497
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-0.137472,1.21228,-0.105626,-0.724852
1.72506,3.02455,-1.41125,-0.849703
3.07166,3.94831,-2.03199,-0.924636
3.55839,3.39122,-1.51125,-0.91637
3.5292,1.94561,-0.305626,-0.858185
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.388308,1.44972,1.88362,1.81808
2.77662,3.49943,2.56725,4.23617
4.36221,4.53112,2.85072,5.88832
4.60995,3.8661,2.46725,6.2639
4.05497,2.18305,1.68362,5.87354
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
1.13046,0.892865,-0.785547,1.85147
4.26092,2.38573,-2.77109,4.30294
6.18386,3.1643,-4.27209,5.97027
6.09426,2.7524,-4.96549,6.33067
4.79713,1.6262,-5.17434,5.90693
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
1.16545,-2.54989,-1.45683,1.38055
4.3309,-4.49979,-4.11366,3.3611
6.26974,-5.8573,-5.91978,4.81437
6.16424,-6.22752,-6.30805,5.38883
4.83212,-6.00535,-5.84562,5.43601
3.5,-5.78319,-5.38319,5.48319
-2,-0.6,1.2,-0.6
-0.227506,1.60775,1.46296,0.0524981
1.54499,3.81551,1.72593,0.704996
2.85067,4.91903,1.81819,0.983404
3.37832,4.18217,1.62593,0.63833
3.43916,2.34109,1.26296,-0.0808352
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.90524,-1.90109,-1.05,-2.82157
-1.81049,-3.20219,-3.30001,-5.04315
-1.83862,-4.26479,-4.92121,-6.07113
-2.07155,-4.92992,-5.4944,-5.10981
-2.42737,-5.35655,-5.43879,-2.95491
-2.78319,-5.78319,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-3.64133,-0.842947,-1.37765,-1.75318
-5.28266,-1.08589,-3.95529,-2.90637
-6.09992,-1.09633,-5.72542,-3.44872
-5.54372,-0.719228,-6.14969,-2.97303
-4.16345,-0.109614,-5.76644,-1.88652
-2.78319,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-3.60662,-0.98881,-1.06908,-2.32439
-5.21325,-1.37762,-3.33817,-4.04878
-6.01473,-1.45435,-4.96804,-4.85078
-5.47431,-1.01095,-5.53256,-4.11545
-4.12875,-0.255477,-5.45787,-2.45772
-2.78319,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-0.259238,-1.47788,-1.3555,-2.08067
1.48152,-2.35576,-3.911,-3.56135
2.77278,-3.22599,-5.67106,-4.25257
3.31486,-4.08349,-6.10539,-3.62802
3.40743,-4.93334,-5.74429,-2.21401
3.5,-5.78319,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-3.55277,0.675054,2.65223,-0.900377
-5.10555,1.95011,4.10446,-1.20075
-5.88255,2.62968,4.73729,-1.35547
-5.36661,2.31677,4.00446,-1.26742
-4.0749,1.40839,2.45223,-1.03371
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-3.6751,0.599812,-1.38269,-2.64227
-5.35021,1.79962,-3.96537,-4.68454
-6.18282,2.44499,-5.73779,-5.63103
-5.61127,2.16629,-6.15977,-4.75121
-4.19723,1.33315,-5.77148,-2.77561
-2.78319,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-3.5162,-2.42371,1.93713,-0.327885
