robo1_q0,robo1_q1,robo2_q0,robo2_q1
-0.706135,0.457684,1.2,-0.6
2.89069,2.46748,-0.116442,1.30103
3.09966,2.55838,-1.43288,3.20207
3.09718,2.58516,-2.62974,4.61919
3.10906,2.48631,-3.62728,5.22979
3.58818,1.50822,-4.50523,5.35649
3.5,0.5,-5.38319,5.48319
-0.678382,0.427507,1.2,-0.6
2.8639,2.54783,2.33925,-2.4182
3.06538,2.63206,3.47851,-4.23641
3.09718,2.58516,3.96907,-5.08105
3.18616,2.54228,3.37851,-4.30308
3.59775,1.4355,2.13925,-2.55154
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,1.20427,-1.86034
3.01987,2.60583,1.20854,-3.12067
3.09718,2.58516,1.18321,-3.71174
3.13369,2.409,1.10854,-3.18734
3.59775,1.4355,1.00427,-1.99367
3.5,0.5,0.9,-0.8
-0.619101,0.441339,1.2,-0.6
2.8639,2.54783,3.03901,0.81346
3.06538,2.63206,4.87803,2.22692
3.09718,2.58516,5.68667,3.42242
3.18616,2.54228,4.77803,4.25465
3.59775,1.4355,2.83901,4.86892
3.5,0.5,0.9,5.48319
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,2.11243,0.0142172
3.01987,2.60583,3.02485,0.628434
3.09718,2.58516,3.41232,0.889442
3.10076,2.47151,2.92485,0.561768
3.59775,1.4355,1.91243,-0.119116
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,-0.0628451,0.796633
3.06538,2.63206,-1.32569,2.19327
3.09718,2.58516,-2.49818,3.38112
3.10076,2.47151,-3.52009,4.221
3.59775,1.4355,-4.45164,4.85209
3.5,0.5,-5.38319,5.48319
-0.706135,0.457684,1.2,-0.6
2.89069,2.46748,3.06422,-2.38574
3.09966,2.55838,4.92844,-4.17149
3.09718,2.58516,5.74854,-5.00137
3.10906,2.48631,4.82844,-4.23815
3.58818,1.50822,2.86422,-2.51908
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,0.574839,-0.291943
3.01987,2.60583,-0.0503229,0.0161141
3.09718,2.58516,-0.36176,0.137958
3.18616,2.54228,-0.150323,-0.0505525
3.59775,1.4355,0.374839,-0.425276
3.5,0.5,0.9,-0.8
-0.597319,0.410152,1.2,-0.6
2.95807,2.52796,-0.61163,-0.108917
3.04749,2.6091,-2.42326,0.382165
3.06538,2.63206,-3.8452,0.587203
3.06538,2.63206,-4.61766,0.315499
3.58818,1.50822,-5.00042,-0.242251
3.5,0.5,-5.38319,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,-0.0206589,0.37656
3.01987,2.60583,-1.24132,1.35312
3.09718,2.58516,-1.82344,2.35003
3.13369,2.409,-1.34132,3.38085
3.59775,1.4355,-0.220659,4.43202
3.5,0.5,0.9,5.48319
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,0.855883,-2.49258
3.01987,2.60583,0.511765,-4.38516
3.09718,2.58516,0.328075,-5.2636
3.13369,2.409,0.411765,-4.45182
3.59775,1.4355,0.655883,-2.62591
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,-0.568447,-1.28054
3.09966,2.55838,-2.33689,-1.96108
3.09718,2.58516,-3.7392,-2.28859
3.10906,2.48631,-4.53129,-2.02774
3.58818,1.50822,-4.95724,-1.41387
3.5,0.5,-5.38319,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,3.09861,1.1929
3.01987,2.60583,4.99721,2.9858
3.09718,2.58516,5.83295,4.35377
3.10076,2.47151,4.89721,5.01353
3.59775,1.4355,2.89861,5.24836
3.5,0.5,0.9,5.48319
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,-1.28575,0.0799153
3.01987,2.60583,-3.7715,0.759831
3.09718,2.58516,-5.49986,1.0507
3.13369,2.409,-5.9659,0.693164
3.59775,1.4355,-5.67454,-0.053418
3.5,0.5,-5.38319,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,2.7206,-2.68314
3.00646,2.58445,4.24119,-4.76628
3.06981,2.60874,4.9051,-5.73134
3.19392,2.4698,4.14119,-4.83295
3.58818,1.50822,2.5206,-2.81647
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.89069,2.46748,-0.0166413,-0.0999612
3.09966,2.55838,-1.23328,0.400078
3.09718,2.58516,-1.81357,0.609186
3.10906,2.48631,-1.33328,0.333411
3.58818,1.50822,-0.216641,-0.233295
3.5,0.5,0.9,-0.8
-0.680916,0.557675,1.2,-0.6
2.81809,2.47822,-1.19817,0.403016
3.06538,2.63206,-3.59634,1.40603
3.09718,2.58516,-5.28489,2.41497
3.18616,2.54228,-5.79074,3.43376
3.59775,1.4355,-5.58696,4.45847
3.5,0.5,-5.38319,5.48319
-0.619101,0.441339,1.2,-0.6
2.8639,2.54783,0.31519,-1.68823
3.06538,2.63206,-0.56962,-2.77646
3.09718,2.58516,-0.999079,-3.28929
3.18616,2.54228,-0.66962,-2.84313
3.59775,1.4355,0.11519,-1.82156
3.5,0.5,0.9,-0.8
-0.597319,0.410152,1.2,-0.6
3.04749,2.6091,0.554658,-1.40655
3.06538,2.63206,-0.0906848,-2.2131
3.15858,2.56484,-0.411295,-2.5979
3.18616,2.54228,-0.190685,-2.27977
3.58818,1.50822,0.354658,-1.53989
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,2.29774,0.162883
3.01987,2.60583,3.39548,0.925766
3.09718,2.58516,3.86718,1.25435
3.10076,2.47151,3.29548,0.859099
3.59775,1.4355,2.09774,0.0295497
3.5,0.5,0.9,-0.8
-0.706135,0.457684,1.2,-0.6
2.8639,2.54783,-0.105626,-0.724852
3.00646,2.58445,-1.41125,-0.849703
3.06981,2.60874,-2.03199,-0.924636
3.19392,2.4698,-1.51125,-0.91637
