robo1_q0,robo1_q1,robo2_q0,robo2_q1
-2,-0.6,1.2,-0.6
0.646225,0.238614,-0.116442,1.30103
3.29245,1.07723,-1.43288,3.20207
4.99528,1.55841,-2.62974,4.61919
5.12578,1.44389,-3.62728,5.22979
4.57511,0.873108,-4.50523,5.35649
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.646225,0.238614,2.33925,-2.4182
3.29245,1.07723,3.47851,-4.23641
4.99528,1.55841,3.96907,-5.08105
5.12578,1.44389,3.37851,-4.30308
4.57511,0.873108,2.13925,-2.55154
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,1.20427,-1.86034
3.29245,1.07723,1.20854,-3.12067
4.99528,1.55841,1.18321,-3.71174
5.12578,1.44389,1.10854,-3.18734
4.57511,0.873108,1.00427,-1.99367
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,3.03901,0.81346
3.29245,1.07723,4.87803,2.22692
4.99528,1.55841,5.68667,3.42242
5.12578,1.44389,4.77803,4.25465
4.57511,0.873108,2.83901,4.86892
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,2.11243,0.0142172
-2.10693,-1.96259,3.02485,0.628434
-2.20244,-2.74346,3.41232,0.889442
-2.368,-3.69032,2.92485,0.561768
-2.66677,-4.72783,1.91243,-0.119116
-2.78319,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-0.0628451,0.796633
3.29245,1.07723,-1.32569,2.19327
4.99528,1.55841,-2.49818,3.38112
5.12578,1.44389,-3.52009,4.221
4.21606,0.860087,-4.45164,4.85209
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,3.06422,-2.38574
-2.10693,-1.96259,4.92844,-4.17149
-2.20244,-2.74346,5.74854,-5.00137
-2.36273,-3.65067,4.82844,-4.23815
-2.57559,-4.73675,2.86422,-2.51908
-2.78319,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
1.83062,2.37412,0.574839,-0.291943
2.61683,2.87565,-0.0503229,0.0161141
3.20121,3.15006,-0.36176,0.137958
3.50189,2.82006,-0.150323,-0.0505525
3.51986,1.78441,0.374839,-0.425276
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.907008,1.67504,-0.61163,-0.108917
1.83062,2.37412,-2.42326,0.382165
2.61683,2.87565,-3.8452,0.587203
3.50189,2.82006,-4.61766,0.315499
3.51986,1.78441,-5.00042,-0.242251
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-0.0206589,0.37656
3.29245,1.07723,-1.24132,1.35312
4.99528,1.55841,-1.82344,2.35003
5.05136,1.38078,-1.34132,3.38085
4.31289,0.971947,-0.220659,4.43202
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
0.646225,0.238614,0.855883,-2.49258
3.29245,1.07723,0.511765,-4.38516
4.99528,1.55841,0.328075,-5.2636
5.12578,1.44389,0.411765,-4.45182
4.57511,0.873108,0.655883,-2.62591
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,-0.568447,-1.28054
-2.10693,-1.96259,-2.33689,-1.96108
-2.20244,-2.74346,-3.7392,-2.28859
-2.368,-3.69032,-4.53129,-2.02774
-2.66677,-4.72783,-4.95724,-1.41387
-2.78319,-5.78319,-5.38319,-0.8
-1.9007,-0.614121,1.2,-0.6
-2.05347,-1.28129,3.09861,1.1929
-2.10693,-1.96259,4.99721,2.9858
-2.24559,-2.73057,5.83295,4.35377
-2.368,-3.69032,4.89721,5.01353
-2.57559,-4.73675,2.89861,5.24836
-2.78319,-5.78319,0.9,5.48319
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,-1.28575,0.0799153
-2.10693,-1.96259,-3.7715,0.759831
-2.20244,-2.74346,-5.49986,1.0507
-2.42659,-3.76491,-5.9659,0.693164
-2.66677,-4.72783,-5.67454,-0.053418
-2.78319,-5.78319,-5.38319,-0.8
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,2.7206,-2.68314
-2.10693,-1.96259,4.24119,-4.76628
-2.20244,-2.74346,4.9051,-5.73134
-2.368,-3.69032,4.14119,-4.83295
-2.66677,-4.72783,2.5206,-2.81647
-2.78319,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,-0.0166413,-0.0999612
-2.10693,-1.96259,-1.23328,0.400078
-2.20244,-2.74346,-1.81357,0.609186
-2.368,-3.69032,-1.33328,0.333411
-2.66677,-4.72783,-0.216641,-0.233295
-2.78319,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.907008,1.67504,-1.19817,0.403016
1.83062,2.37412,-3.59634,1.40603
2.61683,2.87565,-5.28489,2.41497
3.20121,3.15006,-5.79074,3.43376
3.5292,1.94561,-5.58696,4.45847
3.5,0.5,-5.38319,5.48319
-1.9007,-0.614121,1.2,-0.6
-2.05347,-1.28129,0.31519,-1.68823
-2.10693,-1.96259,-0.56962,-2.77646
-2.24559,-2.73057,-0.999079,-3.28929
-2.368,-3.69032,-0.66962,-2.84313
-2.57559,-4.73675,0.11519,-1.82156
-2.78319,-5.78319,0.9,-0.8
-2,-0.6,1.2,-0.6
0.907008,1.67504,0.554658,-1.40655
1.83062,2.37412,-0.0906848,-2.2131
3.20121,3.15006,-0.411295,-2.5979
3.50189,2.82006,-0.190685,-2.27977
3.51986,1.78441,0.354658,-1.53989
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.907008,1.67504,2.29774,0.162883
1.83062,2.37412,3.39548,0.925766
3.20121,3.15006,3.86718,1.25435
3.50189,2.82006,3.29548,0.859099
3.51986,1.78441,2.09774,0.0295497
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-0.105626,-0.724852
3.29245,1.07723,-1.41125,-0.849703
4.99528,1.55841,-2.03199,-0.924636
5.12578,1.44389,-1.51125,-0.91637
4.57511,0.873108,-0.305626,-0.858185
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,1.88362,1.81808
3.29245,1.07723,2.56725,4.23617
4.99528,1.55841,2.85072,5.88832
5.12578,1.44389,2.46725,6.2639
4.21606,0.860087,1.68362,5.87354
3.5,0.5,0.9,5.48319
-2,-0.6,1.2,-0.6
-1.97705,-1.28517,-0.785547,1.85147
-2.10693,-1.96259,-2.77109,4.30294
-2.20244,-2.74346,-4.27209,5.97027
-2.368,-3.69032,-4.96549,6.33067
-2.66677,-4.72783,-5.17434,5.90693
-2.78319,-5.78319,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.594437,0.14294,-1.45683,1.38055
3.29245,1.07723,-4.11366,3.3611
4.99528,1.55841,-5.91978,4.81437
5.12578,1.44389,-6.30805,5.38883
4.57511,0.873108,-5.84562,5.43601
3.5,0.5,-5.38319,5.48319
-2,-0.6,1.2,-0.6
0.646225,0.238614,1.46296,0.0524981
3.29245,1.07723,1.72593,0.704996
4.99528,1.55841,1.81819,0.983404
5.12578,1.44389,1.62593,0.63833
4.21606,0.860087,1.26296,-0.0808352
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-1.05,-2.82157
3.29245,1.07723,-3.30001,-5.04315
4.99528,1.55841,-4.92121,-6.07113
5.12578,1.44389,-5.4944,-5.10981
4.21606,0.860087,-5.43879,-2.95491
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
1.83062,2.37412,-1.37765,-1.75318
2.61683,2.87565,-3.95529,-2.90637
3.20121,3.15006,-5.72542,-3.44872
3.50189,2.82006,-6.14969,-2.97303
3.51986,1.78441,-5.76644,-1.88652
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.907008,1.67504,-1.06908,-2.32439
1.83062,2.37412,-3.33817,-4.04878
2.61683,2.87565,-4.96804,-4.85078
3.50189,2.82006,-5.53256,-4.11545
3.51986,1.78441,-5.45787,-2.45772
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,-1.3555,-2.08067
3.29245,1.07723,-3.911,-3.56135
4.99528,1.55841,-5.67106,-4.25257
5.12578,1.44389,-6.10539,-3.62802
4.57511,0.873108,-5.74429,-2.21401
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.646225,0.238614,2.65223,-0.900377
3.29245,1.07723,4.10446,-1.20075
4.99528,1.55841,4.73729,-1.35547
5.12578,1.44389,4.00446,-1.26742
4.21606,0.860087,2.45223,-1.03371
3.5,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
1.7432,2.3119,-1.38269,-2.64227
2.61683,2.87565,-3.96537,-4.68454
3.13951,3.09486,-5.73779,-5.63103
3.407,2.78019,-6.15977,-4.75121
3.51986,1.78441,-5.77148,-2.77561
3.5,0.5,-5.38319,-0.8
-2,-0.6,1.2,-0.6
0.594437,0.14294,1.93713,-0.327885
