fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
318.607,18.6067,3,0.466509,6,0,0,0,0,0
318.599,18.5994,3,0.413837,6,0,0,0,0,0
318.512,18.5115,3,0.231393,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.382,18.3815,4,0.17515,6,0,0,0,0,0
318.632,18.6317,3,0.505204,6,0,0,0,0,0
318.607,18.6067,3,0.466509,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
318.472,18.4721,3,0.276908,6,0,0,0,0,0
318.459,18.459,3,0.203445,6,0,0,0,0,0
418.33,18.3298,4,0.530144,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.281,18.2807,4,0.329123,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.412,18.4117,4,0.304161,6,0,0,0,0,0
418.382,18.3815,4,0.17515,6,0,0,0,0,0
318.631,18.6312,3,0.484711,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
318.512,18.5115,3,0.231393,6,0,0,0,0,0
318.631,18.6312,3,0.484711,6,0,0,0,0,0
418.424,18.4238,4,0.384634,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
318.41,18.4097,3,0.444186,6,0,0,0,0,0
318.459,18.459,3,0.203445,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.382,18.3815,4,0.17515,6,0,0,0,0,0
418.374,18.3744,4,0.19087,6,0,0,0,0,0
418.435,18.4348,4,0.203325,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
318.57,18.5697,3,0.57047,6,0,0,0,0,0
418.281,18.2807,4,0.329123,6,0,0,0,0,0
418.412,18.4117,4,0.304161,6,0,0,0,0,0
318.632,18.6317,3,0.505204,6,0,0,0,0,0
318.599,18.5994,3,0.413837,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.281,18.2807,4,0.329123,6,0,0,0,0,0
318.57,18.5697,3,0.57047,6,0,0,0,0,0
418.417,18.4173,4,0.478925,6,0,0,0,0,0
418.281,18.2807,4,0.329123,6,0,0,0,0,0
418.432,18.4318,4,0.184922,6,0,0,0,0,0
418.382,18.3815,4,0.17515,6,0,0,0,0,0
418.428,18.4282,4,0.273564,6,0,0,0,0,0
318.512,18.5115,3,0.231393,6,0,0,0,0,0
418.382,18.3815,4,0.17515,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.33,18.3298,4,0.530144,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
318.472,18.4721,3,0.276908,6,0,0,0,0,0
318.512,18.5115,3,0.231393,6,0,0,0,0,0
418.363,18.3633,4,0.218534,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
318.512,18.5115,3,0.231393,6,0,0,0,0,0
318.607,18.6067,3,0.466509,6,0,0,0,0,0
418.432,18.4318,4,0.184922,6,0,0,0,0,0
318.512,18.5119,3,0.251886,6,0,0,0,0,0
418.435,18.4348,4,0.203325,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
318.607,18.6067,3,0.466509,6,0,0,0,0,0
418.374,18.3744,4,0.19087,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.436,18.4365,4,0.186081,6,0,0,0,0,0
318.41,18.4097,3,0.444186,6,0,0,0,0,0
318.459,18.459,3,0.203445,6,0,0,0,0,0
418.281,18.2807,4,0.329123,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
318.632,18.6317,3,0.505204,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
418.424,18.4238,4,0.384634,6,0,0,0,0,0
418.424,18.4238,4,0.384634,6,0,0,0,0,0
418.43,18.4296,4,0.375063,6,0,0,0,0,0
418.431,18.4306,4,0.212882,6,0,0,0,0,0
318.599,18.5994,3,0.413837,6,0,0,0,0,0
318.41,18.4097,3,0.444186,6,0,0,0,0,0
418.382,18.3815,4,0.17515,6,0,0,0,0,0
318.607,18.6067,3,0.466509,6,0,0,0,0,0
418.335,18.335,4,0.311677,6,0,0,0,0,0
418.434,18.4339,4,0.171644,6,0,0,0,0,0
418.418,18.4177,4,0.293778,6,0,0,0,0,0
418.428,18.4282,4,0.273564,6,0,0,0,0,0
418.281,18.2807,4,0.329123,6,0,0,0,0,0
418.436,18.4365,4,0.186081,6,0,0,0,0,0
318.459,18.459,3,0.203445,6,0,0,0,0,0
418.44,18.4396,4,0.109793,6,0,0,0,0,0
318.459,18.459,3,0.203445,6,0,0,0,0,0
318.512,18.5115,3,0.231393,6,0,0,0,0,0
