fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
317.241,17.2407,3,0.270735,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.278,17.2777,3,0.463725,25,0,0,0,0,0
317.259,17.2588,3,0.337711,25,0,0,0,0,0
317.191,17.1907,3,0.229873,25,0,0,0,0,0
317.127,17.1274,3,0.452052,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.24,17.2403,3,0.361243,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.178,17.1777,3,0.342579,25,0,0,0,0,0
317.127,17.1274,3,0.452052,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.269,17.2693,3,0.404348,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.127,17.1274,3,0.452052,25,0,0,0,0,0
317.216,17.2161,3,0.288363,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.233,17.2329,3,0.272575,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.216,17.2161,3,0.288363,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.226,17.2262,3,0.278348,25,0,0,0,0,0
317.216,17.2161,3,0.288363,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.178,17.1777,3,0.342579,25,0,0,0,0,0
317.189,17.1886,3,0.22858,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
317.25,17.2497,3,0.302095,25,0,0,0,0,0
