fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
116.775,16.7751,1,0.223583,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.75,16.7503,1,0.312225,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.748,16.7478,1,0.465093,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.706,16.706,1,0.466929,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.748,16.7478,1,0.465093,37,0,0,0,0,0
116.75,16.7503,1,0.312225,37,0,0,0,0,0
116.75,16.7496,1,0.35228,37,0,0,0,0,0
116.75,16.7496,1,0.35228,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.748,16.7478,1,0.465093,37,0,0,0,0,0
116.706,16.706,1,0.466929,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.763,16.7633,1,0.271159,37,0,0,0,0,0
116.765,16.765,1,0.230758,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.769,16.769,1,0.234471,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.75,16.7503,1,0.312225,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.769,16.769,1,0.234471,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.763,16.7633,1,0.271159,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.706,16.706,1,0.466929,37,0,0,0,0,0
116.734,16.7341,1,0.288703,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.706,16.706,1,0.466929,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.77,16.7702,1,0.552004,37,0,0,0,0,0
116.75,16.7496,1,0.35228,37,0,0,0,0,0
116.75,16.7503,1,0.312225,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.75,16.7503,1,0.312225,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.734,16.7341,1,0.288703,37,0,0,0,0,0
116.775,16.7751,1,0.223583,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
116.768,16.7678,1,0.276251,37,0,0,0,0,0
116.775,16.7751,1,0.226562,37,0,0,0,0,0
