fitness1,distance1,collision1,diversity1,age1,fitness2,distance2,collision2,diversity2,age2
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.882,14.8822,1,0.0901613,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8737,1,0.203858,85,0,0,0,0,0
114.884,14.8843,1,0.146054,85,0,0,0,0,0
114.884,14.8839,1,0.105399,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.884,14.8841,1,0.47573,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.884,14.8841,1,0.47573,85,0,0,0,0,0
114.875,14.8753,1,0.132616,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.884,14.8841,1,0.47573,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.884,14.8843,1,0.146054,85,0,0,0,0,0
114.884,14.8841,1,0.47573,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.87,14.8703,1,0.204576,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.884,14.8841,1,0.47573,85,0,0,0,0,0
114.884,14.8839,1,0.105399,85,0,0,0,0,0
114.874,14.8737,1,0.203858,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.884,14.8843,1,0.146054,85,0,0,0,0,0
114.884,14.8841,1,0.47573,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.884,14.8843,1,0.146054,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.875,14.8753,1,0.132616,85,0,0,0,0,0
114.875,14.8753,1,0.132616,85,0,0,0,0,0
114.875,14.8753,1,0.132616,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.87,14.8703,1,0.204576,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
114.874,14.8743,1,0.0934337,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.885,14.8847,1,0.112843,85,0,0,0,0,0
114.863,14.8633,1,0.217525,85,0,0,0,0,0
