robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.29534,0.29956,-3.07353,-0.38603
-1.00016,-2.25947,1.11525,2.3442
5,5,-5,-5
3.6971,0.172738,-2.95789,-0.436034
-0.609799,-2.36707,1.29087,2.19988
5,5,-5,-5
4.11652,0.0786726,-2.84234,-0.489513
-0.201926,-2.44145,1.46427,2.05078
5,5,-5,-5
4.54459,0.0207827,-2.72789,-0.546069
0.214634,-2.47951,1.63442,1.89735
5,5,-5,-5
4.9718,7.95483e-05,-2.61551,-0.605209
0.630529,-2.48053,1.80032,1.7401
5,5,-5,-5
5.38856,0.0151207,-2.50611,-0.66635
1.03636,-2.44626,1.96104,1.57966
5,5,-5,-5
5.78575,0.0621268,-2.40057,-0.728819
1.42317,-2.38079,2.11569,1.41672
5,5,-5,-5
6.15508,0.135249,-2.2997,-0.791869
1.7828,-2.29029,2.26345,1.25206
5,5,-5,-5
6.48934,0.226964,-2.20424,-0.854677
2.10823,-2.18258,2.40355,1.08655
5,5,-5,-5
6.78257,0.32855,-2.11488,-0.916364
2.39364,-2.06672,2.53526,0.921085
5,5,-5,-5
7.04855,0.43892,-2.03213,-0.976102
2.65314,-1.94443,2.65764,0.757704
5,5,-5,-5
7.30064,0.560736,-1.95533,-1.03389
2.90009,-1.81312,2.77116,0.597138
5,5,-5,-5
7.5337,0.689503,-1.88344,-1.09014
3.12902,-1.67668,2.87722,0.438309
5,5,-5,-5
7.74333,0.819794,-1.81544,-1.14531
3.33519,-1.53993,2.97709,0.280033
5,5,-5,-5
7.92591,0.94549,-1.75041,-1.19998
3.51465,-1.4084,3.07193,0.121029
5,5,-5,-5
8.07844,1.06005,-1.68743,-1.25475
3.66409,-1.28803,3.16278,-0.0400675
5,5,-5,-5
8.19843,1.15682,-1.62566,-1.31031
3.78068,-1.18486,3.25057,-0.204694
5,5,-5,-5
8.28355,1.22928,-1.56428,-1.36739
3.86178,-1.10481,3.33611,-0.374356
