robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.66789,0.180719,-3.1351,-0.360805
-0.665424,-2.31376,1.0483,2.37767
5,5,-5,-5
4.49419,0.0256502,-3.09058,-0.378948
0.110728,-2.37961,1.1428,2.28159
5,5,-5,-5
5.35993,0.0129721,-3.051,-0.3955
0.926569,-2.29901,1.22815,2.19077
5,5,-5,-5
6.221,0.151375,-3.01276,-0.411878
1.73933,-2.06553,1.3102,2.1005
5,5,-5,-5
7.03341,0.432149,-2.97228,-0.429621
2.50621,-1.69022,1.3945,2.00579
5,5,-5,-5
7.75951,0.830453,-2.92609,-0.450397
3.19051,-1.20038,1.48631,1.90136
5,5,-5,-5
8.37287,1.30896,-2.87074,-0.476034
3.76659,-0.635835,1.59051,1.78167
5,5,-5,-5
8.86091,1.823,-2.80294,-0.508573
4.2225,-0.0438429,1.71152,1.64078
5,5,-5,-5
9.22486,2.32594,-2.71951,-0.550352
4.55993,0.526366,1.85313,1.47225
5,5,-5,-5
9.47701,2.7737,-2.61754,-0.604107
4.79162,1.02808,2.01831,1.26909
5,5,-5,-5
9.64535,3.15049,-2.48842,-0.67658
4.94467,1.44651,2.21897,1.00881
5,5,-5,-5
9.75855,3.465,-2.33201,-0.771308
5.04625,1.7934,2.45211,0.682015
5,5,-5,-5
9.83254,3.71681,-2.15822,-0.886086
5.11194,2.06879,2.69857,0.302023
5,5,-5,-5
9.87939,3.90842,-1.97656,-1.01769
5.15347,2.27573,2.94142,-0.115776
5,5,-5,-5
9.90779,4.04417,-1.79586,-1.16158
5.17925,2.41907,3.16705,-0.553721
5,5,-5,-5
9.92363,4.12944,-1.62399,-1.31184
5.19495,2.50476,3.36578,-0.992119
5,5,-5,-5
9.93067,4.17025,-1.46768,-1.46125
5.20413,2.53937,3.53205,-1.40977
5,5,-5,-5
9.93112,4.17294,-1.33252,-1.60153
5.20882,2.52981,3.66412,-1.7846
5,5,-5,-5
