robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.38495,0.268023,-3.15851,-0.351463
-0.967242,-2.19337,0.968837,2.47078
5,5,-5,-5
3.86387,0.13079,-3.13104,-0.362436
-0.557131,-2.20475,0.996914,2.4589
5,5,-5,-5
4.35233,0.0421253,-3.10489,-0.373064
-0.136111,-2.16103,1.02366,2.44742
5,5,-5,-5
4.84673,0.00234961,-3.07909,-0.383711
0.294286,-2.06531,1.05003,2.43592
5,5,-5,-5
5.34352,0.0118148,-3.05275,-0.394762
0.73215,-1.92086,1.07697,2.424
5,5,-5,-5
5.83908,0.0709091,-3.02493,-0.406624
1.1751,-1.7311,1.10542,2.41121
5,5,-5,-5
6.32967,0.180044,-2.99474,-0.419725
1.62022,-1.49956,1.1363,2.39711
5,5,-5,-5
6.81133,0.339625,-2.96127,-0.434522
2.06404,-1.22985,1.17052,2.3812
5,5,-5,-5
7.2798,0.549998,-2.92366,-0.451504
2.50253,-0.92571,1.20899,2.36296
5,5,-5,-5
7.73048,0.811386,-2.88105,-0.4712
2.93116,-0.590968,1.25258,2.34183
5,5,-5,-5
8.13443,1.10445,-2.82906,-0.49589
3.31678,-0.23354,1.3046,2.3171
5,5,-5,-5
8.47878,1.4086,-2.76634,-0.526659
3.64336,0.136287,1.36577,2.28859
5,5,-5,-5
8.78017,1.72734,-2.69655,-0.562193
3.92908,0.516193,1.43316,2.25658
5,5,-5,-5
9.05136,2.06973,-2.62326,-0.601011
4.18786,0.909373,1.50389,2.22152
5,5,-5,-5
9.30031,2.44906,-2.54994,-0.641422
4.42872,1.32321,1.57517,2.18408
5,5,-5,-5
9.52917,2.88183,-2.47995,-0.681512
4.65474,1.76829,1.64437,2.14515
5,5,-5,-5
9.73255,3.38662,-2.41652,-0.719158
4.86175,2.25732,1.70895,2.10583
5,5,-5,-5
9.89538,3.9825,-2.36276,-0.752061
5.03634,2.80363,1.76649,2.06739
5,5,-5,-5
