robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.26975,0.308921,-2.94591,-0.441414
-1.03779,-2.2298,1.06955,2.53787
5,5,-5,-5
3.65051,0.185554,-2.70152,-0.559617
-0.681348,-2.31144,1.19156,2.57788
5,5,-5,-5
4.05178,0.0907353,-2.45962,-0.693439
-0.304884,-2.36273,1.30171,2.60086
5,5,-5,-5
4.4625,0.0289749,-2.22445,-0.841118
0.0812489,-2.38031,1.398,2.60532
5,5,-5,-5
4.87089,0.00166732,-1.99983,-1.00013
0.46593,-2.364,1.4793,2.59093
5,5,-5,-5
5.26507,0.00703109,-1.78907,-1.16725
0.837886,-2.31677,1.54543,2.55848
5,5,-5,-5
5.63366,0.0403144,-1.5949,-1.33867
1.18629,-2.24463,1.59713,2.50982
5,5,-5,-5
5.96621,0.0942445,-1.41943,-1.51009
1.50124,-2.15609,1.63605,2.4477
5,5,-5,-5
6.25351,0.159679,-1.26415,-1.67684
1.774,-2.06157,1.66462,2.37561
5,5,-5,-5
6.48754,0.226403,-1.13,-1.83407
1.99704,-1.97255,1.68595,2.29757
5,5,-5,-5
6.67098,0.287483,-1.02472,-1.96732
2.17362,-1.89741,1.69342,2.22931
5,5,-5,-5
6.8148,0.340975,-0.948297,-2.0702
2.31438,-1.83762,1.68473,2.18034
5,5,-5,-5
6.92396,0.384983,-0.891083,-2.151
2.42349,-1.7935,1.66838,2.14425
5,5,-5,-5
7.00316,0.418806,-0.844709,-2.21907
2.50487,-1.76416,1.65138,2.11331
5,5,-5,-5
7.05682,0.442644,-0.801698,-2.28444
2.56216,-1.74779,1.63975,2.07897
5,5,-5,-5
7.0891,0.45735,-0.755268,-2.3576
2.59876,-1.74194,1.63868,2.03204
5,5,-5,-5
7.10398,0.464223,-0.699404,-2.44953
2.61789,-1.74371,1.65255,1.96275
5,5,-5,-5
7.10532,0.464848,-0.629192,-2.57182
2.6226,-1.74993,1.68456,1.86062
5,5,-5,-5
