robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.29534,0.29956,-3.06304,-0.390426
-1.00016,-2.25947,1.12477,2.34129
5,5,-5,-5
3.6971,0.172738,-2.93927,-0.44441
-0.609799,-2.36707,1.30764,2.19448
5,5,-5,-5
4.11652,0.0786726,-2.81701,-0.501715
-0.201926,-2.44145,1.48694,2.04308
5,5,-5,-5
4.54459,0.0207827,-2.69635,-0.562301
0.214634,-2.47951,1.66257,1.88716
5,5,-5,-5
4.9718,7.95483e-05,-2.57736,-0.626123
0.630529,-2.48053,1.8344,1.72682
5,5,-5,-5
5.38856,0.0151207,-2.46014,-0.693135
1.03636,-2.44626,2.00234,1.56215
5,5,-5,-5
5.78575,0.0621268,-2.34477,-0.763287
1.42317,-2.38079,2.16626,1.39325
5,5,-5,-5
6.15508,0.135249,-2.23133,-0.836529
1.7828,-2.29029,2.32606,1.22022
5,5,-5,-5
6.48934,0.226964,-2.11992,-0.912808
2.10823,-2.18258,2.48163,1.04315
5,5,-5,-5
6.78257,0.32855,-2.01061,-0.992067
2.39364,-2.06672,2.63287,0.862151
5,5,-5,-5
7.04855,0.43892,-1.90161,-1.07572
2.65314,-1.94443,2.78194,0.674802
5,5,-5,-5
7.30064,0.560736,-1.79212,-1.1647
2.90009,-1.81312,2.92978,0.479593
5,5,-5,-5
7.5337,0.689503,-1.6836,-1.25814
3.12902,-1.67668,3.07454,0.278134
5,5,-5,-5
7.74333,0.819794,-1.57742,-1.35501
3.33519,-1.53993,3.21456,0.0722066
5,5,-5,-5
7.92591,0.94549,-1.47481,-1.45415
3.51465,-1.4084,3.34837,-0.136248
5,5,-5,-5
8.07844,1.06005,-1.3769,-1.55426
3.66409,-1.28803,3.4747,-0.345139
5,5,-5,-5
8.19843,1.15682,-1.28464,-1.65394
3.78068,-1.18486,3.59247,-0.552243
5,5,-5,-5
8.28355,1.22928,-1.1989,-1.75167
3.86178,-1.10481,3.7008,-0.755227
