robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.09697,0.376314,-3.00816,-0.413874
-1.22415,-2.13923,1.02158,2.54607
5,5,-5,-5
3.27885,0.305575,-2.83115,-0.494884
-1.08122,-2.14184,1.09545,2.60057
5,5,-5,-5
3.46411,0.24174,-2.65744,-0.582715
-0.935591,-2.13368,1.16047,2.64584
5,5,-5,-5
3.65193,0.185159,-2.48729,-0.677239
-0.786649,-2.11681,1.21718,2.68088
5,5,-5,-5
3.84143,0.136081,-2.32093,-0.778318
-0.633971,-2.09345,1.26622,2.70483
5,5,-5,-5
4.03172,0.0946527,-2.15862,-0.885807
-0.477321,-2.06603,1.30839,2.71695
5,5,-5,-5
4.22189,0.060916,-2.0006,-0.999554
-0.316627,-2.03714,1.34456,2.71662
5,5,-5,-5
4.41104,0.0348088,-1.84708,-1.1194
-0.151941,-2.00951,1.37574,2.70335
5,5,-5,-5
4.59824,0.0161672,-1.6983,-1.24516
0.0166128,-1.986,1.403,2.67681
5,5,-5,-5
4.7826,0.00472838,-1.55449,-1.37668
0.188907,-1.9696,1.42748,2.63678
5,5,-5,-5
4.96836,0.000100137,-1.4221,-1.50734
0.370037,-1.96343,1.43699,2.59456
5,5,-5,-5
5.15837,0.00250875,-1.30399,-1.63258
0.562248,-1.96616,1.42424,2.5575
5,5,-5,-5
5.3497,0.0122443,-1.19538,-1.75579
0.761277,-1.97429,1.39754,2.51934
5,5,-5,-5
5.53941,0.0291819,-1.0921,-1.88098
0.962934,-1.98473,1.36493,2.47367
5,5,-5,-5
5.7246,0.0527825,-0.990525,-2.01267
1.16307,-1.99477,1.33416,2.41404
5,5,-5,-5
5.90242,0.0821101,-0.887709,-2.15587
1.35754,-2.00214,1.31254,2.334
5,5,-5,-5
6.07016,0.115866,-0.781431,-2.31603
1.54225,-2.00498,1.30679,2.22702
5,5,-5,-5
6.22522,0.152439,-0.670395,-2.4991
1.71308,-2.00178,1.3228,2.08644
