robo1_q0,robo1_q1,robo2_q0,robo2_q1
-2,-0.6,1.2,-0.6
-1.3235,-1.36139,0.903223,-0.749379
-0.896482,-1.86763,0.854485,-0.947042
-1.78887,-1.0941,0.702017,-1.09829
-2.22953,-0.460914,0.734633,-1.10208
-2.72058,0.363843,0.6972,-1.29916
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.3235,-1.36139,1.04948,-0.747602
-0.896482,-1.86763,0.748427,-1.04281
-1.78887,-1.0941,0.565695,-1.12979
-2.22953,-0.460914,0.653532,-1.09344
-2.72058,0.363843,0.756187,-0.984532
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.3235,-1.36139,1.05107,-0.351873
-0.896482,-1.86763,0.420257,0.766674
-1.78887,-1.0941,-0.427987,1.42584
-2.22953,-0.460914,0.433492,-0.410161
-2.72058,0.363843,0.66768,-0.54772
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.3235,-1.36139,0.92354,-0.167366
-0.896482,-1.86763,-0.0916584,1.0753
-1.78887,-1.0941,0.0851406,0.329756
-2.22953,-0.460914,0.749588,-1.16013
-2.72058,0.363843,0.895424,-1.16393
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.3235,-1.36139,1.04948,-0.747602
-0.896482,-1.86763,0.748427,-1.04281
-1.78887,-1.0941,0.565695,-1.12979
-2.22953,-0.460914,0.653532,-1.09344
-2.72058,0.363843,0.756187,-0.984532
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.3235,-1.36139,1.05107,-0.351873
-0.896482,-1.86763,0.420257,0.766674
-1.78887,-1.0941,-0.427987,1.42584
-2.22953,-0.460914,0.433492,-0.410161
-2.72058,0.363843,0.66768,-0.54772
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.42956,-1.2886,0.92354,-0.167366
-0.892672,-1.91754,-0.0916584,1.0753
-1.48293,-1.48455,0.0851406,0.329756
-2.01418,-1.01595,0.749588,-1.16013
-2.41141,-0.305611,0.895424,-1.16393
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.42956,-1.2886,1.05107,-0.351873
-0.892672,-1.91754,0.420257,0.766674
-1.48293,-1.48455,-0.427987,1.42584
-2.01418,-1.01595,0.433492,-0.410161
-2.41141,-0.305611,0.66768,-0.54772
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.42956,-1.2886,1.05107,-0.351873
-0.892672,-1.91754,0.420257,0.766674
-1.48293,-1.48455,-0.427987,1.42584
-2.01418,-1.01595,0.433492,-0.410161
-2.41141,-0.305611,0.66768,-0.54772
-2.78319,0.5,0.9,-0.8
-2,-0.6,1.2,-0.6
-1.42956,-1.2886,1.04948,-0.747602
