robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.23738,0.320986,-3.07353,-0.38603
-1.05521,-2.24293,1.11525,2.3442
5,5,-5,-5
3.57059,0.208677,-2.95789,-0.436034
-0.730152,-2.34155,1.29087,2.19988
5,5,-5,-5
3.91477,0.119193,-2.84234,-0.489513
-0.394095,-2.41728,1.46427,2.05078
5,5,-5,-5
4.26544,0.0542525,-2.72789,-0.546069
-0.0515193,-2.46842,1.63442,1.89735
5,5,-5,-5
4.61784,0.0146257,-2.61551,-0.605209
0.292852,-2.49425,1.80032,1.7401
5,5,-5,-5
4.96716,0.000107824,-2.50611,-0.66635
0.634213,-2.49499,1.96104,1.57966
5,5,-5,-5
5.30865,0.00953536,-2.40057,-0.728819
0.967829,-2.47186,2.11569,1.41672
5,5,-5,-5
5.63776,0.0408408,-2.2997,-0.791869
1.28919,-2.42693,2.26345,1.25206
5,5,-5,-5
5.95032,0.0911424,-2.20424,-0.854677
1.59412,-2.36314,2.40355,1.08655
5,5,-5,-5
6.24259,0.156864,-2.11488,-0.916364
1.8789,-2.28408,2.53526,0.921085
5,5,-5,-5
6.53203,0.240497,-2.03213,-0.976102
2.16115,-2.18753,2.65764,0.757704
5,5,-5,-5
6.83012,0.346972,-1.95533,-1.03389
2.45237,-2.06867,2.77116,0.597138
5,5,-5,-5
7.12487,0.473973,-1.88344,-1.09014
2.74049,-1.92961,2.87722,0.438309
5,5,-5,-5
7.40526,0.616538,-1.81544,-1.14531
3.01438,-1.77515,2.97709,0.280033
5,5,-5,-5
7.66155,0.767249,-1.75041,-1.19998
3.26419,-1.6125,3.07193,0.121029
5,5,-5,-5
7.88555,0.916666,-1.68743,-1.25475
3.48163,-1.45093,3.16278,-0.0400675
5,5,-5,-5
8.07058,1.05392,-1.62566,-1.31031
3.65992,-1.3011,3.25057,-0.204694
5,5,-5,-5
8.21113,1.16743,-1.56428,-1.36739
3.79347,-1.17442,3.33611,-0.374356
