robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.42881,0.253278,-3.06859,-0.388094
-0.867412,-2.30454,1.2138,2.19282
5,5,-5,-5
3.95824,0.10973,-2.95332,-0.438083
-0.353737,-2.42144,1.47396,1.88554
5,5,-5,-5
4.50082,0.0249808,-2.84105,-0.490127
0.170956,-2.47548,1.71738,1.56431
5,5,-5,-5
5.04956,0.000245674,-2.73054,-0.544716
0.701477,-2.46838,1.94306,1.2322
5,5,-5,-5
5.59741,0.0358184,-2.62057,-0.602467
1.23245,-2.40285,2.15071,0.892498
5,5,-5,-5
6.13731,0.131066,-2.50999,-0.664123
1.75844,-2.28253,2.34072,0.548597
5,5,-5,-5
6.66239,0.284446,-2.39774,-0.730547
2.27414,-2.11205,2.51416,0.203913
5,5,-5,-5
7.16606,0.493542,-2.28284,-0.802731
2.7745,-1.89688,2.67281,-0.138251
5,5,-5,-5
7.64215,0.755119,-2.16444,-0.881797
3.25495,-1.64331,2.81897,-0.474805
5,5,-5,-5
8.08502,1.0652,-2.04178,-0.969005
3.7116,-1.35826,2.95546,-0.802962
5,5,-5,-5
8.48517,1.41481,-1.91327,-1.06654
4.13327,-1.04708,3.08644,-1.12086
5,5,-5,-5
8.83796,1.7953,-1.77967,-1.17515
4.51277,-0.713229,3.21383,-1.43016
5,5,-5,-5
9.14505,2.20383,-1.64377,-1.29383
4.85242,-0.360021,3.33686,-1.73353
5,5,-5,-5
9.40737,2.63885,-1.50819,-1.42127
5.15389,0.0105626,3.45419,-2.03346
5,5,-5,-5
9.62482,3.09973,-1.37536,-1.55588
5.41789,0.397548,3.56401,-2.33218
5,5,-5,-5
9.79602,3.58641,-1.24741,-1.69575
5.644,0.800607,3.66423,-2.63157
5,5,-5,-5
9.91815,4.099,-1.12622,-1.83869
5.83043,1.21967,3.75251,-2.93323
5,5,-5,-5
9.98683,4.6373,-1.01334,-1.98229
5.97397,1.65452,3.82631,-3.23837
5,5,-5,-5
