robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.26201,0.311783,-2.85788,-0.482113
-1.10557,-2.1222,1.0571,2.62802
5,5,-5,-5
3.60983,0.197144,-2.52939,-0.653034
-0.847532,-2.06823,1.15398,2.7282
5,5,-5,-5
3.9625,0.108825,-2.20943,-0.851178
-0.584137,-1.97158,1.22361,2.78396
5,5,-5,-5
4.32,0.0464564,-1.90409,-1.07377
-0.309604,-1.84214,1.26116,2.79679
5,5,-5,-5
4.6824,0.0100969,-1.61866,-1.31673
-0.0196312,-1.69016,1.2627,2.76957
5,5,-5,-5
5.04983,0.000248319,-1.35742,-1.57486
0.288472,-1.52601,1.22539,2.70639
5,5,-5,-5
5.4223,0.0178658,-1.12348,-1.84206
0.6159,-1.35999,1.14765,2.61237
5,5,-5,-5
5.79966,0.0643605,-0.918705,-2.11157
0.962702,-1.20205,1.02918,2.4934
5,5,-5,-5
6.18147,0.141592,-0.743734,-2.37622
1.32839,-1.06159,0.871001,2.35586
5,5,-5,-5
6.56687,0.251852,-0.598062,-2.62873
1.7128,-0.947291,0.675303,2.20641
5,5,-5,-5
6.91261,0.380267,-0.47798,-2.86661
2.07554,-0.885728,0.46196,2.04424
5,5,-5,-5
7.19574,0.507925,-0.378304,-3.09214
2.39534,-0.890723,0.24648,1.86867
5,5,-5,-5
7.44389,0.637958,-0.295897,-3.30548
2.70081,-0.944203,0.0242097,1.68427
5,5,-5,-5
7.68216,0.780284,-0.228035,-3.50723
3.01789,-1.02099,-0.210547,1.49274
5,5,-5,-5
7.93264,0.950352,-0.172397,-3.69837
3.36808,-1.09043,-0.46411,1.29312
5,5,-5,-5
8.21318,1.16914,-0.127031,-3.8801
3.76635,-1.11684,-0.743028,1.08181
5,5,-5,-5
8.53511,1.46404,-0.0903347,-4.05386
4.21843,-1.05912,-1.05364,0.85247
5,5,-5,-5
8.89905,1.86991,-0.0610227,-4.22122
4.71666,-0.870102,-1.40148,0.59575
