robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.41521,0.257803,-3.12788,-0.363711
-0.801509,-2.42907,0.702738,2.84975
5,5,-5,-5
3.92917,0.116014,-3.06901,-0.387922
-0.217029,-2.67845,0.439213,3.17472
5,5,-5,-5
4.45531,0.0297577,-3.01109,-0.4126
0.382372,-2.87045,0.149506,3.46176
5,5,-5,-5
4.98764,1.52854e-05,-2.95365,-0.437934
0.990661,-3.00401,-0.166506,3.71319
5,5,-5,-5
5.52011,0.0271248,-2.89621,-0.464134
1.60174,-3.07874,-0.510276,3.92987
5,5,-5,-5
6.04667,0.110778,-2.83832,-0.491439
2.20949,-3.09486,-0.88418,4.11088
5,5,-5,-5
6.56132,0.250024,-2.77951,-0.520109
2.80789,-3.05327,-1.29107,4.25321
5,5,-5,-5
7.05822,0.443279,-2.71936,-0.55043
3.39102,-2.95548,-1.73376,4.35147
5,5,-5,-5
7.53173,0.688345,-2.65744,-0.582714
3.95317,-2.80363,-2.2144,4.39762
5,5,-5,-5
7.97644,0.982437,-2.59335,-0.617301
4.4889,-2.60045,-2.73366,4.38073
5,5,-5,-5
8.38866,1.32346,-2.52448,-0.655832
4.9963,-2.34967,-3.28593,4.28585
5,5,-5,-5
8.76398,1.70873,-2.44997,-0.699144
5.47206,-2.05468,-3.85553,4.09923
5,5,-5,-5
9.09668,2.13343,-2.37205,-0.746311
5.90932,-1.71893,-4.42431,3.8131
5,5,-5,-5
9.38188,2.59187,-2.29285,-0.796269
6.30193,-1.3469,-4.9723,3.42517
5,5,-5,-5
9.61568,3.07762,-2.21445,-0.847807
6.64457,-0.943886,-5.47918,2.93921
5,5,-5,-5
9.79523,3.58376,-2.1388,-0.899568
6.93291,-0.515886,-5.9259,2.36507
5,5,-5,-5
9.91888,4.10302,-2.06778,-0.950051
7.16367,-0.0693717,-6.29633,1.71816
5,5,-5,-5
9.98614,4.628,-2.00315,-0.997636
7.33469,0.38892,-6.5787,1.01839
