robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.02394,0.407049,-3.20565,-0.333061
-1.16753,-2.31904,0.929232,2.47812
5,5,-5,-5
3.16968,0.347053,-3.20844,-0.331989
-0.929651,-2.51573,0.934283,2.46762
5,5,-5,-5
3.34043,0.283452,-3.20285,-0.334138
-0.665866,-2.70814,0.947492,2.45416
5,5,-5,-5
3.51926,0.224289,-3.19517,-0.337104
-0.390881,-2.89192,0.962715,2.43994
5,5,-5,-5
3.68832,0.175118,-3.19168,-0.338457
-0.119872,-3.0649,0.973811,2.42717
5,5,-5,-5
3.82906,0.139043,-3.19866,-0.335758
0.131754,-3.22695,0.974644,2.41807
5,5,-5,-5
3.92267,0.117444,-3.22241,-0.326655
0.348729,-3.37927,0.959039,2.41479
5,5,-5,-5
3.95039,0.11141,-3.26934,-0.30907
0.516328,-3.52277,0.920717,2.41919
5,5,-5,-5
3.89396,0.123867,-3.34608,-0.281468
0.620794,-3.65587,0.853202,2.43258
5,5,-5,-5
3.73619,0.162358,-3.45951,-0.243228
0.64996,-3.77149,0.74972,2.45537
5,5,-5,-5
3.45663,0.24416,-3.62667,-0.192303
0.605513,-3.86329,0.589502,2.49543
5,5,-5,-5
3.06804,0.388326,-3.85133,-0.133732
0.512367,-3.90918,0.366594,2.55124
5,5,-5,-5
2.60728,0.609684,-4.12023,-0.0780076
0.395586,-3.87456,0.0967014,2.60853
5,5,-5,-5
2.11378,0.917139,-4.41903,-0.0338668
0.27934,-3.73419,-0.203444,2.65477
5,5,-5,-5
1.62678,1.30928,-4.73238,-0.00716702
0.18425,-3.47811,-0.516074,2.68035
5,5,-5,-5
1.18124,1.77245,-5.04424,-0.000195678
0.124262,-3.11455,-0.822746,2.67918
5,5,-5,-5
0.803683,2.28138,-5.3384,-0.0114647
0.103693,-2.66938,-1.10492,2.64893
5,5,-5,-5
0.508999,2.80207,-5.59908,-0.03602
0.1153,-2.18241,-1.3446,2.59065
