fitness1,subfitness1,distance1,collision1,diversity1,age1,collision_points_begin1,collision_points_end1,fitness2,subfitness2,distance2,collision2,diversity2,age2,collision_points_begin2,collision_points_end2
7.46189,0,7.43164,0,0,20,-1,-1,7.46189,0,7.46189,0,0,36,3,4
7.46189,0,7.43164,0,0,20,-1,-1,7.46189,0,7.46189,0,0,36,3,4
7.46189,0,7.43164,0,0,20,-1,-1,7.46189,0,7.46189,0,0,36,3,4
7.46189,0,7.43164,0,0,20,-1,-1,7.46189,0,7.46189,0,0,36,3,4
7.46189,0,7.43164,0,0,20,-1,-1,7.47022,0,7.41886,0,0,24,-1,-1
7.47022,0,7.47022,0,0,35,3,4,7.47833,0,7.47833,0,0,24,-1,-1
7.47022,0,7.47022,0,0,35,3,4,7.47833,0,7.47833,0,0,24,-1,-1
7.47022,0,7.47022,0,0,35,3,4,7.63866,0,7.63866,0,0,12,-1,-1
8.37983,0,8.37983,0,0,35,-1,-1,7.63866,0,7.63866,0,0,12,-1,-1
8.58964,0,8.58964,0,0,35,-1,-1,8.25596,0,8.25596,0,0,12,-1,-1
8.58964,0,8.58964,0,0,35,-1,-1,8.72024,0,8.72024,0,0,6,-1,-1
8.58964,0,8.58964,0,0,35,-1,-1,8.72024,0,8.72024,0,0,6,-1,-1
8.58964,0,8.58964,0,0,35,-1,-1,8.72024,0,8.72024,0,0,6,-1,-1
8.77763,0,8.77763,0,0,35,3,4,8.72024,0,8.72024,0,0,6,-1,-1
8.77763,0,8.77763,0,0,35,3,4,8.73343,0,8.73343,0,0,12,-1,-1
8.86218,0,8.86218,0,0,23,3,4,8.73343,0,8.73343,0,0,12,-1,-1
8.86218,0,8.86218,0,0,23,3,4,8.73343,0,8.73343,0,0,12,-1,-1
8.86218,0,8.86218,0,0,23,3,4,8.95444,0,8.95444,0,0,12,-1,-1
8.97098,0,8.97098,0,0,20,-1,-1,8.95444,0,8.95444,0,0,12,-1,-1
8.97098,0,8.97098,0,0,20,-1,-1,9.00946,0,9.00946,0,0,24,-1,-1
9.03785,0,9.03785,0,0,35,-1,-1,9.00946,0,9.00946,0,0,24,-1,-1
9.03785,0,9.03785,0,0,35,-1,-1,9.1061,0,9.1061,0,0,24,-1,-1
9.03785,0,9.03785,0,0,35,-1,-1,9.11021,0,9.11021,0,0,24,-1,-1
9.03785,0,9.03785,0,0,35,-1,-1,9.15876,0,9.15876,0,0,24,-1,-1
9.03785,0,9.03785,0,0,35,-1,-1,9.15876,0,9.15876,0,0,24,-1,-1
9.13897,0,9.13897,0,0,23,3,4,9.16226,0,9.16226,0,0,12,-1,-1
9.13897,0,9.13897,0,0,23,3,4,9.16226,0,9.16226,0,0,12,-1,-1
9.42792,0,9.42792,0,0,11,3,4,9.19134,0,9.19134,0,0,24,-1,-1
9.42792,0,9.42792,0,0,11,3,4,9.40108,0,9.40108,0,0,36,-1,-1
9.42792,0,9.42792,0,0,11,3,4,9.40108,0,9.40108,0,0,36,-1,-1
9.61583,0,9.61583,0,0,35,2,4,9.42792,0,8.51481,0,0,24,2,3
9.89759,0,9.89759,0,0,35,2,4,9.42792,0,8.98804,0,0,12,1,3
9.89759,0,9.89759,0,0,35,2,4,9.42792,0,8.98804,0,0,12,1,3
10.1023,0,10.1023,0,0,11,2,4,9.48094,0,9.48094,0,0,36,-1,-1
10.1023,0,10.1023,0,0,11,2,4,9.60343,0,9.60343,0,0,36,1,4
10.6195,0,10.6195,0,0,35,-1,-1,9.60343,0,9.60343,0,0,36,1,4
10.6195,0,10.6195,0,0,35,-1,-1,9.64688,0,9.64688,0,0,24,2,3
10.6627,0,6.82515,0,0,35,3,4,9.64688,0,9.64688,0,0,24,2,3
10.6627,0,6.82515,0,0,35,3,4,9.66327,0,9.66327,0,0,24,-1,-1
10.7273,0,10.7273,0,0,23,3,4,9.79296,0,9.79296,0,0,24,-1,-1
10.7708,0,10.7708,0,0,35,-1,-1,9.79296,0,9.79296,0,0,24,-1,-1
10.9902,0,10.9902,0,0,20,-1,-1,9.79296,0,9.79296,0,0,24,-1,-1
10.9902,0,10.9902,0,0,20,-1,-1,9.79296,0,9.79296,0,0,24,-1,-1
11.1289,0,11.1289,0,0,20,-1,-1,9.91969,0,9.91969,0,0,12,-1,-1
11.1289,0,11.1289,0,0,20,-1,-1,9.92931,0,9.92931,0,0,36,-1,-1
11.3148,0,11.3148,0,0,35,-1,-1,9.92931,0,9.92931,0,0,36,-1,-1
11.4902,0,11.4902,0,0,35,-1,-1,9.92931,0,9.92931,0,0,36,-1,-1
11.8228,0,11.8228,0,0,20,-1,-1,9.92931,0,9.92931,0,0,36,-1,-1
11.8228,0,11.8228,0,0,20,-1,-1,9.95849,0,9.95849,0,0,36,2,3
11.8841,0,11.8841,0,0,20,-1,-1,9.95849,0,9.95849,0,0,36,2,3
11.9915,0,11.9915,0,0,20,-1,-1,9.95849,0,9.95849,0,0,36,2,3
11.9939,0,11.9939,0,0,20,-1,-1,9.95849,0,9.95849,0,0,36,2,3
12.6953,0,12.6953,0,0,35,2,4,9.95849,0,9.95849,0,0,36,2,3
12.6953,0,12.6953,0,0,35,2,4,9.98496,0,9.98496,0,0,36,2,3
12.748,0,12.748,0,0,35,1,2,9.98496,0,9.98496,0,0,36,2,3
12.8813,0,12.8813,0,0,35,-1,-1,10.081,0,10.081,0,0,6,-1,-1
12.8813,0,12.8813,0,0,35,-1,-1,10.081,0,10.081,0,0,6,-1,-1
12.8813,0,12.8813,0,0,35,-1,-1,10.081,0,10.081,0,0,6,-1,-1
12.9343,0,12.9343,0,0,20,-1,-1,10.1211,0,10.1211,0,0,6,-1,-1
12.9968,0,12.9968,0,0,20,3,4,10.235,0,10.235,0,0,24,-1,-1
12.9968,0,12.9968,0,0,20,3,4,10.2432,0,10.2432,0,0,12,-1,-1
13.0308,0,13.0308,0,0,20,-1,-1,10.2971,0,10.2971,0,0,6,-1,-1
13.0308,0,13.0308,0,0,20,-1,-1,10.2971,0,10.2971,0,0,6,-1,-1
13.1803,0,13.1803,0,0,35,1,2,10.2979,0,10.2979,0,0,12,2,4
13.1803,0,13.1803,0,0,35,1,2,10.2979,0,10.2979,0,0,12,2,4
13.2192,0,13.2192,0,0,35,-1,-1,10.2979,0,10.2979,0,0,12,2,4
13.3444,0,13.3444,0,0,35,-1,-1,10.4182,0,10.4182,0,0,24,-1,-1
13.6666,0,13.6666,0,0,23,3,4,10.4182,0,10.4182,0,0,24,-1,-1
13.7566,0,13.7566,0,0,23,3,4,10.4919,0,10.4919,0,0,36,-1,-1
13.8831,0,13.8831,0,0,20,3,4,10.5017,0,10.5017,0,0,36,1,3
14.0209,0,14.0209,0,0,35,-1,-1,10.5017,0,10.5017,0,0,36,1,3
14.353,0,14.353,0,0,35,-1,-1,10.5017,0,10.5017,0,0,36,1,3
14.8043,0,14.8043,0,0,20,3,4,10.5017,0,10.5017,0,0,36,1,3
14.862,0,14.862,0,0,11,-1,-1,10.6093,0,10.6093,0,0,6,-1,-1
