robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.57918,0.625115,-2.89809,-0.463262
-1.52749,-2.22713,1.08394,2.56055
5,5,-5,-5
2.25314,0.822109,-2.61634,-0.604759
-1.65815,-2.29266,1.2113,2.61225
5,5,-5,-5
1.94305,1.04335,-2.34405,-0.763733
-1.75612,-2.32059,1.31983,2.63861
5,5,-5,-5
1.6507,1.28756,-2.08234,-0.939553
-1.82051,-2.31115,1.40883,2.6398
5,5,-5,-5
1.37779,1.55332,-1.83222,-1.13152
-1.85058,-2.26475,1.47769,2.61608
5,5,-5,-5
1.12591,1.83908,-1.5947,-1.33887
-1.8458,-2.18198,1.52585,2.56782
5,5,-5,-5
0.896507,2.14319,-1.37072,-1.56077
-1.8058,-2.06365,1.55284,2.49543
5,5,-5,-5
0.690926,2.46388,-1.16117,-1.79635
-1.73042,-1.91071,1.55825,2.39945
5,5,-5,-5
0.510356,2.7993,-0.966882,-2.04467
-1.61964,-1.72432,1.54174,2.28047
5,5,-5,-5
0.355845,3.14748,-0.788634,-2.30474
-1.47369,-1.50578,1.50305,2.13915
5,5,-5,-5
0.225981,3.51382,-0.623682,-2.58177
-1.28822,-1.25139,1.4507,1.96762
5,5,-5,-5
0.1223,3.90089,-0.472212,-2.87888
-1.05862,-0.95765,1.38835,1.76206
5,5,-5,-5
0.0489816,4.30185,-0.338591,-3.19134
-0.786523,-0.627852,1.30895,1.52943
5,5,-5,-5
0.00846587,4.70916,-0.22603,-3.51366
-0.475838,-0.267328,1.20631,1.27679
5,5,-5,-5
0.00132224,5.11498,-0.136462,-3.83983
-0.13263,0.116776,1.07526,1.01112
5,5,-5,-5
0.0262297,5.51148,-0.0704701,-4.1635
0.235091,0.515842,0.911825,0.739062
5,5,-5,-5
0.0800631,5.89119,-0.0273001,-4.47822
0.617704,0.92018,0.713273,0.466632
5,5,-5,-5
0.15808,6.24732,-0.00494684,-4.77764
1.00438,1.31947,0.478114,0.19897
