robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.02394,0.407049,-3.4961,-0.231533
-1.16753,-2.31904,0.705265,2.47929
5,5,-5,-5
3.16968,0.347053,-3.81827,-0.141655
-0.929651,-2.51573,0.454167,2.4557
5,5,-5,-5
3.34043,0.283452,-4.1503,-0.0727276
-0.665866,-2.70814,0.189851,2.40983
5,5,-5,-5
3.51926,0.224289,-4.48739,-0.026346
-0.390881,-2.89192,-0.082682,2.33977
5,5,-5,-5
3.68832,0.175118,-4.82454,-0.00307948
-0.119872,-3.0649,-0.35826,2.24466
5,5,-5,-5
3.82906,0.139043,-5.1567,-0.00245616
0.131754,-3.22695,-0.631709,2.12462
5,5,-5,-5
3.92267,0.117444,-5.47894,-0.0229915
0.348729,-3.37927,-0.898015,1.98078
5,5,-5,-5
3.95039,0.11141,-5.7866,-0.0622617
0.516328,-3.52277,-1.15247,1.8152
5,5,-5,-5
3.89396,0.123867,-6.07539,-0.117016
0.620794,-3.65587,-1.39081,1.63076
5,5,-5,-5
3.73619,0.162358,-6.3415,-0.183324
0.64996,-3.77149,-1.60927,1.43098
5,5,-5,-5
3.45663,0.24416,-6.59689,-0.261861
0.605513,-3.86329,-1.82,1.21509
5,5,-5,-5
3.06804,0.388326,-6.85102,-0.355246
0.512367,-3.90918,-2.03285,0.980894
5,5,-5,-5
2.60728,0.609684,-7.09706,-0.461021
0.395586,-3.87456,-2.24129,0.73125
5,5,-5,-5
2.11378,0.917139,-7.32875,-0.575421
0.27934,-3.73419,-2.43934,0.47034
5,5,-5,-5
1.62678,1.30928,-7.54053,-0.693528
0.18425,-3.47811,-2.62166,0.203521
5,5,-5,-5
1.18124,1.77245,-7.72758,-0.809497
0.124262,-3.11455,-2.78363,-0.062907
5,5,-5,-5
0.803683,2.28138,-7.88579,-0.916835
0.103693,-2.66938,-2.9213,-0.321982
5,5,-5,-5
0.508999,2.80207,-8.0116,-1.00872
