robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.87697,0.473107,-3.70444,-0.170762
-1.44205,-2.04603,0.483035,2.56146
5,5,-5,-5
2.84039,0.490444,-4.27159,-0.0533421
-1.50756,-1.97842,-0.0238624,2.58423
5,5,-5,-5
2.8071,0.506538,-4.8691,-0.00171388
-1.56648,-1.91663,-0.56245,2.53852
5,5,-5,-5
2.77472,0.522488,-5.47361,-0.0224808
-1.62335,-1.85596,-1.11008,2.41876
5,5,-5,-5
2.74088,0.539462,-6.06113,-0.113896
-1.68252,-1.79153,-1.64337,2.22778
5,5,-5,-5
2.70329,0.558703,-6.6093,-0.266063
-1.74814,-1.71831,-2.14047,1.9766
5,5,-5,-5
2.65966,0.581535,-7.09934,-0.462073
-1.82411,-1.6311,-2.583,1.68331
5,5,-5,-5
2.6078,0.609398,-7.51723,-0.679867
-1.91401,-1.52444,-2.95728,1.3712
5,5,-5,-5
2.54558,0.643875,-7.8539,-0.894482
-2.02092,-1.39257,-3.25447,1.06645
5,5,-5,-5
2.471,0.686747,-8.10425,-1.08035
-2.14729,-1.22934,-3.46964,0.795909
5,5,-5,-5
2.37937,0.741794,-8.2721,-1.21935
-2.30026,-1.01917,-3.60637,0.578124
5,5,-5,-5
2.27094,0.810463,-8.37407,-1.31007
-2.4769,-0.757341,-3.68059,0.41364
5,5,-5,-5
2.15112,0.890998,-8.42386,-1.35621
-2.66449,-0.454305,-3.70545,0.298079
5,5,-5,-5
2.02518,0.98124,-8.43268,-1.36453
-2.85168,-0.121617,-3.69174,0.223995
5,5,-5,-5
1.89806,1.07852,-8.41024,-1.34347
-3.02906,0.22795,-3.6487,0.182199
5,5,-5,-5
1.77437,1.17962,-8.36552,-1.30226
-3.18961,0.580508,-3.58495,0.162722
5,5,-5,-5
1.65825,1.28077,-8.30741,-1.2502
-3.32881,0.921315,-3.50908,0.155492
5,5,-5,-5
1.55341,1.37771,-8.24521,-1.19623
