robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.67478,0.573564,-2.84963,-0.486034
-1.96317,-1.29444,1.29184,2.31544
5,5,-5,-5
2.43719,0.70675,-2.55841,-0.63667
-2.43769,-0.404799,1.58957,2.15514
5,5,-5,-5
2.2072,0.852677,-2.29736,-0.793367
-2.78208,0.525521,1.85246,1.99571
5,5,-5,-5
1.98551,1.01091,-2.05106,-0.962207
-2.99278,1.47637,2.09944,1.82587
5,5,-5,-5
1.77276,1.18098,-1.80626,-1.15292
-3.06941,2.42736,2.34724,1.63068
5,5,-5,-5
1.56958,1.36239,-1.55251,-1.37856
-3.01475,3.35835,2.60979,1.39187
5,5,-5,-5
1.37659,1.55458,-1.28318,-1.65557
-2.83469,4.24997,2.89707,1.0877
5,5,-5,-5
1.19435,1.75701,-0.997126,-2.00384
-2.53803,5.08407,3.21335,0.692812
5,5,-5,-5
1.0234,1.96905,-0.701173,-2.44655
-2.13627,5.84417,3.55444,0.178282
5,5,-5,-5
0.864249,2.19009,-0.41346,-3.00911
-1.64329,6.51586,3.9041,-0.487463
5,5,-5,-5
0.714752,2.42383,-0.162699,-3.73488
-1.07084,7.09413,4.23642,-1.35838
5,5,-5,-5
0.574763,2.6725,-0.0138155,-4.62856
-0.432095,7.57007,4.4821,-2.44069
5,5,-5,-5
0.447318,2.93286,-0.0408729,-5.63801
0.252155,7.92905,4.55759,-3.67482
5,5,-5,-5
0.334769,3.20122,-0.293359,-6.68746
0.958123,8.16221,4.40485,-4.97667
5,5,-5,-5
0.238712,3.47352,-0.784253,-7.6884
1.66075,8.26704,4.00387,-6.24832
5,5,-5,-5
0.159948,3.74545,-1.48567,-8.55662
2.33552,8.24733,3.37756,-7.39516
5,5,-5,-5
0.0984789,4.01253,-2.33425,-9.2301
2.96017,8.11262,2.58661,-8.34401
5,5,-5,-5
0.0535347,4.27029,-3.24478,-9.6818
3.51618,7.87724,1.71593,-9.05623
5,5,-5,-5
