robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.19526,0.337071,-3.38013,-0.269669
-1.03764,-2.32424,0.993386,2.15362
5,5,-5,-5
3.48717,0.234359,-3.5781,-0.206442
-0.691346,-2.51155,1.00537,1.7915
5,5,-5,-5
3.79036,0.148529,-3.78045,-0.15101
-0.331368,-2.68191,0.9725,1.40123
5,5,-5,-5
4.09975,0.0817134,-3.98544,-0.104015
0.0366977,-2.83233,0.893901,0.987795
5,5,-5,-5
4.40993,0.0349401,-4.19124,-0.0658431
0.406882,-2.96099,0.769839,0.556822
5,5,-5,-5
4.71538,0.00810754,-4.39599,-0.0366174
0.773013,-3.06724,0.601734,0.114378
5,5,-5,-5
5.01058,1.11842e-05,-4.5978,-0.0162028
1.12889,-3.15158,0.392139,-0.333237
5,5,-5,-5
5.2902,0.00842876,-4.79481,-0.0042122
1.46846,-3.21559,0.144688,-0.779704
5,5,-5,-5
5.54923,0.0302574,-4.98517,-2.19976e-05
1.78589,-3.26174,-0.136007,-1.21889
5,5,-5,-5
5.78304,0.0616954,-5.1671,-0.00279298
2.07574,-3.29329,-0.444481,-1.64501
5,5,-5,-5
6.02881,0.106989,-5.34063,-0.0116166
2.37993,-3.31145,-0.783137,-2.06812
5,5,-5,-5
6.31022,0.174721,-5.50729,-0.0258012
2.7257,-3.31114,-1.1582,-2.49266
5,5,-5,-5
6.60292,0.263898,-5.66759,-0.0447682
3.08587,-3.29003,-1.56688,-2.90556
5,5,-5,-5
6.88361,0.368368,-5.82207,-0.0680432
3.43411,-3.25115,-2.00317,-3.29542
5,5,-5,-5
7.1309,0.47681,-5.9713,-0.095249
3.74574,-3.20295,-2.45823,-3.65311
5,5,-5,-5
7.32563,0.573779,-6.11584,-0.1261
3.99814,-3.15822,-2.92099,-3.97226
5,5,-5,-5
7.45041,0.641619,-6.25628,-0.160396
4.17033,-3.13212,-3.37887,-4.24947
5,5,-5,-5
