robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.94158,0.443366,-3.36269,-0.275677
-1.37325,-2.08294,0.829028,2.45003
5,5,-5,-5
2.96463,0.433022,-3.53863,-0.218328
-1.37835,-2.04458,0.71515,2.40948
5,5,-5,-5
2.98813,0.422621,-3.71609,-0.167653
-1.38153,-2.0076,0.597078,2.36149
5,5,-5,-5
3.01179,0.412298,-3.89519,-0.123589
-1.38383,-1.97067,0.474998,2.30571
5,5,-5,-5
3.03529,0.402182,-4.07602,-0.0861149
-1.3862,-1.93243,0.349037,2.24173
5,5,-5,-5
3.05836,0.392396,-4.25872,-0.0552546
-1.38955,-1.89149,0.219274,2.16905
5,5,-5,-5
3.08067,0.383056,-4.44341,-0.0310763
-1.39474,-1.84644,0.0857362,2.08715
5,5,-5,-5
3.10193,0.374273,-4.63019,-0.0136943
-1.40256,-1.79586,-0.0515966,1.99539
5,5,-5,-5
3.12184,0.366156,-4.81921,-0.00326972
-1.41372,-1.73828,-0.192791,1.89312
5,5,-5,-5
3.14008,0.358804,-5.01054,-1.11151e-05
-1.42884,-1.67221,-0.337956,1.77958
5,5,-5,-5
3.15763,0.351811,-5.21798,-0.0047539
-1.44605,-1.59913,-0.499486,1.64927
5,5,-5,-5
3.17534,0.34483,-5.44852,-0.0201581
-1.46336,-1.52131,-0.684368,1.49734
5,5,-5,-5
3.19272,0.338054,-5.69197,-0.0481132
-1.48106,-1.4384,-0.884264,1.3252
5,5,-5,-5
3.20929,0.331666,-5.93808,-0.0887872
-1.49941,-1.35006,-1.09044,1.13613
5,5,-5,-5
3.22454,0.325843,-6.17683,-0.140465
-1.51866,-1.25596,-1.29395,0.935415
5,5,-5,-5
3.23799,0.320757,-6.39861,-0.199596
-1.53903,-1.15576,-1.48585,0.730306
5,5,-5,-5
3.24913,0.316576,-6.59441,-0.261029
-1.56073,-1.04917,-1.65734,0.529711
5,5,-5,-5
3.25747,0.313465,-6.75582,-0.318429
