robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.89859,0.46303,-3.27066,-0.308584
-1.37742,-2.12844,0.86327,2.504
5,5,-5,-5
2.88045,0.471477,-3.35623,-0.277922
-1.38794,-2.13252,0.785332,2.52341
5,5,-5,-5
2.86377,0.479324,-3.44383,-0.248333
-1.39746,-2.13638,0.705566,2.54138
5,5,-5,-5
2.84746,0.487065,-3.53234,-0.220255
-1.4067,-2.14013,0.624919,2.55774
5,5,-5,-5
2.83048,0.495204,-3.6206,-0.194041
-1.41633,-2.14385,0.544369,2.57238
5,5,-5,-5
2.81176,0.504266,-3.70744,-0.169961
-1.42704,-2.14763,0.464922,2.58529
5,5,-5,-5
2.79027,0.514793,-3.79166,-0.148205
-1.43948,-2.15152,0.387603,2.59656
5,5,-5,-5
2.76496,0.527351,-3.87206,-0.128885
-1.4543,-2.15553,0.313456,2.60633
5,5,-5,-5
2.73482,0.542538,-3.94743,-0.112047
-1.47211,-2.15963,0.243536,2.61483
5,5,-5,-5
2.69886,0.560995,-4.01652,-0.0976769
-1.49347,-2.16377,0.178904,2.62232
5,5,-5,-5
2.66818,0.577038,-4.07356,-0.086578
-1.51393,-2.1634,0.122646,2.63221
5,5,-5,-5
2.64989,0.586724,-4.11647,-0.0786813
-1.53055,-2.15625,0.0755078,2.64663
5,5,-5,-5
2.63719,0.593514,-4.14964,-0.0728418
-1.54596,-2.14534,0.0349789,2.66376
5,5,-5,-5
2.62329,0.600993,-4.1775,-0.0681144
-1.56267,-2.13355,-0.00148574,2.68159
5,5,-5,-5
2.6015,0.612839,-4.20451,-0.0636857
-1.58318,-2.12368,-0.0364256,2.69803
5,5,-5,-5
2.56517,0.632894,-4.23515,-0.0588461
-1.60985,-2.11833,-0.0723654,2.71085
5,5,-5,-5
2.50789,0.66533,-4.2739,-0.0530027
-1.64468,-2.11967,-0.111833,2.71777
5,5,-5,-5
2.42356,0.714916,-4.32529,-0.0457325
