robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.83377,0.493621,-3.39081,-0.266025
-1.42479,-2.12642,0.777024,2.49606
5,5,-5,-5
2.75299,0.53335,-3.60696,-0.197977
-1.48282,-2.12332,0.602839,2.49973
5,5,-5,-5
2.67518,0.573351,-3.83206,-0.138321
-1.53962,-2.11652,0.419645,2.49284
5,5,-5,-5
2.59863,0.614405,-4.06124,-0.0889174
-1.59542,-2.10771,0.231555,2.47465
5,5,-5,-5
2.52172,0.657408,-4.28938,-0.0507558
-1.65029,-2.09838,0.0429842,2.44537
5,5,-5,-5
2.44285,0.703373,-4.51123,-0.0239472
-1.70417,-2.08986,-0.141453,2.40609
5,5,-5,-5
2.36055,0.753435,-4.72152,-0.00776129
-1.75683,-2.08332,-0.317043,2.3588
5,5,-5,-5
2.27341,0.808855,-4.91504,-0.000721841
-1.80781,-2.07968,-0.479076,2.30627
5,5,-5,-5
2.18013,0.871041,-5.08673,-0.000752229
-1.85641,-2.07961,-0.622915,2.25189
5,5,-5,-5
2.07954,0.941561,-5.23167,-0.00536978
-1.90158,-2.08345,-0.744045,2.19946
5,5,-5,-5
1.97518,1.01874,-5.34721,-0.01207
-1.94098,-2.08992,-0.841183,2.15489
5,5,-5,-5
1.87059,1.10041,-5.43684,-0.0191191
-1.97342,-2.09702,-0.917817,2.12062
5,5,-5,-5
1.76489,1.18765,-5.50495,-0.0255625
-1.99909,-2.10362,-0.976802,2.09479
5,5,-5,-5
1.65727,1.28164,-5.55593,-0.031002
-2.01802,-2.10838,-1.02109,2.07499
5,5,-5,-5
1.54712,1.3837,-5.59415,-0.0354273
-2.03002,-2.10973,-1.05365,2.05834
5,5,-5,-5
1.43394,1.49526,-5.62396,-0.0390854
-2.03474,-2.10589,-1.07751,2.04172
5,5,-5,-5
1.31744,1.61788,-5.64968,-0.0423879
-2.03155,-2.09484,-1.09566,2.02182
5,5,-5,-5
1.19756,1.75324,-5.67562,-0.0458571
