robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.89859,0.46303,-3.22506,-0.325647
-1.37742,-2.12844,0.906106,2.491
5,5,-5,-5
2.88045,0.471477,-3.26114,-0.312103
-1.38794,-2.13252,0.874415,2.49809
5,5,-5,-5
2.86377,0.479324,-3.29683,-0.299019
-1.39746,-2.13638,0.843063,2.50477
5,5,-5,-5
2.84746,0.487065,-3.3325,-0.286251
-1.4067,-2.14013,0.811717,2.51116
5,5,-5,-5
2.83048,0.495204,-3.36851,-0.273667
-1.41633,-2.14385,0.780037,2.51732
5,5,-5,-5
2.81176,0.504266,-3.40524,-0.261146
-1.42704,-2.14763,0.747681,2.52332
5,5,-5,-5
2.79027,0.514793,-3.44308,-0.24858
-1.43948,-2.15152,0.7143,2.52923
5,5,-5,-5
2.76496,0.527351,-3.48241,-0.235872
-1.4543,-2.15553,0.679543,2.53508
5,5,-5,-5
2.73482,0.542538,-3.52362,-0.22294
-1.47211,-2.15963,0.643054,2.5409
5,5,-5,-5
2.69886,0.560995,-3.5671,-0.209718
-1.49347,-2.16377,0.604473,2.54672
5,5,-5,-5
2.66818,0.577038,-3.60653,-0.198099
-1.51393,-2.1634,0.56838,2.55328
5,5,-5,-5
2.64989,0.586724,-3.63795,-0.189094
-1.53055,-2.15625,0.537737,2.56111
5,5,-5,-5
2.63719,0.593514,-3.66534,-0.181425
-1.54596,-2.14534,0.509713,2.56975
5,5,-5,-5
2.62329,0.600993,-3.6927,-0.173928
-1.56267,-2.13355,0.48144,2.57862
5,5,-5,-5
2.6015,0.612839,-3.72409,-0.165536
-1.58318,-2.12368,0.450025,2.58706
5,5,-5,-5
2.56517,0.632894,-3.76356,-0.15529
-1.60985,-2.11833,0.412543,2.59429
5,5,-5,-5
2.50789,0.66533,-3.81523,-0.142396
-1.64468,-2.11967,0.366023,2.59934
5,5,-5,-5
2.42356,0.714916,-3.88326,-0.126307
-1.68889,-2.12898,0.307409,2.60102
