robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.1217,0.366213,-3.69178,-0.174179
-1.1642,-2.20887,0.495177,2.55885
5,5,-5,-5
3.36844,0.273691,-4.22547,-0.0603535
-0.92104,-2.29543,0.0204539,2.58012
5,5,-5,-5
3.64338,0.187559,-4.77731,-0.00496153
-0.650871,-2.37357,-0.474089,2.54107
5,5,-5,-5
3.92884,0.116086,-5.33411,-0.0111757
-0.370474,-2.43654,-0.975609,2.43901
5,5,-5,-5
4.20586,0.0634693,-5.88238,-0.0784758
-0.0979036,-2.48165,-1.4709,2.27499
5,5,-5,-5
4.4548,0.0298128,-6.40918,-0.202687
0.148108,-2.51034,-1.94727,2.05372
5,5,-5,-5
4.656,0.0118476,-6.90297,-0.37629
0.348769,-2.5274,-2.3934,1.78327
5,5,-5,-5
4.79011,0.00440722,-7.35428,-0.588952
0.48564,-2.53951,-2.79996,1.47458
5,5,-5,-5
4.83825,0.00261689,-7.75615,-0.828232
0.540757,-2.55307,-3.16012,1.14066
5,5,-5,-5
4.78186,0.00476083,-8.10425,-1.08035
0.496527,-2.57127,-3.46964,0.795909
5,5,-5,-5
4.59209,0.0166672,-8.41207,-1.34517
0.325954,-2.59104,-3.74089,0.43813
5,5,-5,-5
4.2733,0.0530905,-8.69133,-1.62745
0.0336675,-2.59747,-3.98493,0.0606971
5,5,-5,-5
3.85887,0.131959,-8.93827,-1.91941
-0.348365,-2.56974,-4.19855,-0.327227
5,5,-5,-5
3.3848,0.268073,-9.15083,-2.21243
-0.785578,-2.49017,-4.38014,-0.715597
5,5,-5,-5
2.88853,0.467707,-9.32863,-2.4974
-1.24212,-2.3497,-4.52966,-1.09387
5,5,-5,-5
2.40607,0.725478,-9.47275,-2.76516
-1.68367,-2.15098,-4.64843,-1.45139
5,5,-5,-5
1.96862,1.02373,-9.58549,-3.00668
-2.08091,-1.90907,-4.73889,-1.77765
5,5,-5,-5
