robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.93298,0.447262,-3.51184,-0.226596
-1.33296,-2.16076,0.785499,2.32935
5,5,-5,-5
2.96265,0.433906,-3.85575,-0.132692
-1.28469,-2.2043,0.600479,2.13491
5,5,-5,-5
3.00156,0.416745,-4.21317,-0.0622975
-1.22704,-2.2514,0.385348,1.90076
5,5,-5,-5
3.0429,0.398937,-4.57672,-0.0179489
-1.16675,-2.29898,0.143883,1.63006
5,5,-5,-5
3.0798,0.383417,-4.93863,-0.000376583
-1.11068,-2.3442,-0.118429,1.32839
5,5,-5,-5
3.10527,0.372908,-5.29114,-0.00848362
-1.06573,-2.38441,-0.394642,1.00358
5,5,-5,-5
3.11229,0.37004,-5.62673,-0.039435
-1.03887,-2.41706,-0.676655,0.665353
5,5,-5,-5
3.0939,0.377578,-5.93842,-0.0888529
-1.03699,-2.43947,-0.95557,0.324905
5,5,-5,-5
3.04334,0.398751,-6.21992,-0.151104
-1.06679,-2.44849,-1.22204,-0.00555713
5,5,-5,-5
2.95423,0.437672,-6.46571,-0.219656
-1.1346,-2.44008,-1.46659,-0.313303
5,5,-5,-5
2.81938,0.500568,-6.67676,-0.289537
-1.24694,-2.40891,-1.68593,-0.592095
5,5,-5,-5
2.64324,0.590276,-6.8598,-0.358757
-1.39902,-2.35254,-1.88347,-0.844698
5,5,-5,-5
2.43754,0.706543,-7.01844,-0.425518
-1.57955,-2.27054,-2.06049,-1.07259
5,5,-5,-5
2.21395,0.848142,-7.1562,-0.488814
-1.77731,-2.16348,-2.2189,-1.27815
5,5,-5,-5
1.9837,1.01228,-7.27645,-0.548284
-1.98156,-2.03349,-2.36109,-1.46439
5,5,-5,-5
1.75709,1.19427,-7.38242,-0.604082
-2.18249,-1.88464,-2.48982,-1.63487
5,5,-5,-5
1.54316,1.38748,-7.47718,-0.656777
-2.37158,-1.72295,-2.60811,-1.7935
5,5,-5,-5
