robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.93032,0.448469,-3.36269,-0.275677
-1.3658,-2.10952,0.829028,2.45003
5,5,-5,-5
2.94063,0.443796,-3.53863,-0.218328
-1.36301,-2.10152,0.71515,2.40948
5,5,-5,-5
2.95051,0.439341,-3.71609,-0.167653
-1.35829,-2.09723,0.597078,2.36149
5,5,-5,-5
2.9603,0.434956,-3.89519,-0.123589
-1.35307,-2.09384,0.474998,2.30571
5,5,-5,-5
2.97031,0.430496,-4.07602,-0.0861149
-1.34876,-2.08855,0.349037,2.24173
5,5,-5,-5
2.98088,0.425817,-4.25872,-0.0552546
-1.34675,-2.07851,0.219274,2.16905
5,5,-5,-5
2.99233,0.42078,-4.44341,-0.0310763
-1.34835,-2.06085,0.0857362,2.08715
5,5,-5,-5
3.00499,0.415248,-4.63019,-0.0136943
-1.35479,-2.03266,-0.0515966,1.99539
5,5,-5,-5
3.0192,0.409091,-4.81921,-0.00326972
-1.36714,-1.9909,-0.192791,1.89312
5,5,-5,-5
3.03529,0.402182,-5.01054,-1.11151e-05
-1.3862,-1.93243,-0.337956,1.77958
5,5,-5,-5
3.05421,0.394146,-5.21798,-0.0047539
-1.40941,-1.85887,-0.499486,1.64927
5,5,-5,-5
3.07614,0.384942,-5.44852,-0.0201581
-1.43374,-1.77399,-0.684368,1.49734
5,5,-5,-5
3.10029,0.374947,-5.69197,-0.0481132
-1.45894,-1.67771,-0.884264,1.3252
5,5,-5,-5
3.12587,0.364522,-5.93808,-0.0887872
-1.48473,-1.56998,-1.09044,1.13613
5,5,-5,-5
3.15208,0.354014,-6.17683,-0.140465
-1.51083,-1.45079,-1.29395,0.935415
5,5,-5,-5
3.17809,0.343752,-6.39861,-0.199596
-1.5369,-1.32023,-1.48585,0.730306
5,5,-5,-5
3.20309,0.334046,-6.59441,-0.261029
-1.56267,-1.1784,-1.65734,0.529711
5,5,-5,-5
3.22626,0.325189,-6.75582,-0.318429
