robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.84319,0.489103,-3.30429,-0.296324
-1.41226,-2.136,0.843791,2.49535
5,5,-5,-5
2.77373,0.522978,-3.42141,-0.255735
-1.45431,-2.14605,0.747833,2.50423
5,5,-5,-5
2.70821,0.556164,-3.5395,-0.218061
-1.49319,-2.1546,0.650662,2.51004
5,5,-5,-5
2.64402,0.589858,-3.65849,-0.183327
-1.53064,-2.16191,0.552349,2.51276
5,5,-5,-5
2.57865,0.625406,-3.7783,-0.151552
-1.56824,-2.16804,0.452968,2.51235
5,5,-5,-5
2.50967,0.664307,-3.89886,-0.122757
-1.60743,-2.17286,0.35259,2.50881
5,5,-5,-5
2.43473,0.708221,-4.0201,-0.0969602
-1.64952,-2.17604,0.251288,2.50212
5,5,-5,-5
2.35162,0.759001,-4.14194,-0.0741762
-1.69559,-2.177,0.149135,2.49227
5,5,-5,-5
2.25829,0.818728,-4.26431,-0.0544197
-1.7465,-2.17488,0.0462059,2.47924
5,5,-5,-5
2.15291,0.889758,-4.38713,-0.0377025
-1.80277,-2.16844,-0.0574259,2.46302
5,5,-5,-5
2.03434,0.974474,-4.51312,-0.0237614
-1.8671,-2.15262,-0.164414,2.44377
5,5,-5,-5
1.90494,1.0731,-4.64377,-0.0127058
-1.93907,-2.12434,-0.276224,2.42133
5,5,-5,-5
1.76826,1.18479,-4.77716,-0.00496825
-2.0143,-2.08511,-0.390973,2.39532
5,5,-5,-5
1.62775,1.30839,-4.91133,-0.000786347
-2.08847,-2.03671,-0.506751,2.36558
5,5,-5,-5
1.48666,1.44241,-5.04431,-0.000196367
-2.15737,-1.9812,-0.621636,2.33217
5,5,-5,-5
1.34795,1.58496,-5.17415,-0.00303388
-2.21699,-1.92092,-0.733703,2.29531
5,5,-5,-5
1.21429,1.73375,-5.2989,-0.00894226
-2.26359,-1.85852,-0.841041,2.25545
5,5,-5,-5
1.08796,1.88617,-5.41664,-0.0173888
