robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.9316,0.447886,-3.70444,-0.170762
-1.30671,-2.20479,0.483035,2.56146
5,5,-5,-5
2.9533,0.438092,-4.27159,-0.0533421
-1.23209,-2.29734,-0.0238624,2.58423
5,5,-5,-5
2.98039,0.426034,-4.8691,-0.00171388
-1.14722,-2.39582,-0.56245,2.53852
5,5,-5,-5
3.00889,0.413554,-5.47361,-0.0224808
-1.05833,-2.49466,-1.11008,2.41876
5,5,-5,-5
3.03478,0.402401,-6.06113,-0.113896
-0.971953,-2.5886,-1.64337,2.22778
5,5,-5,-5
3.05399,0.394236,-6.6093,-0.266063
-0.894969,-2.67263,-2.14047,1.9766
5,5,-5,-5
3.06245,0.390674,-7.09934,-0.462073
-0.834498,-2.74203,-2.583,1.68331
5,5,-5,-5
3.05607,0.393359,-7.51723,-0.679867
-0.797815,-2.79216,-2.95728,1.3712
5,5,-5,-5
3.03086,0.404081,-7.8539,-0.894482
-0.79221,-2.81837,-3.25447,1.06645
5,5,-5,-5
2.98292,0.424916,-8.10425,-1.08035
-0.824798,-2.81565,-3.46964,0.795909
5,5,-5,-5
2.91658,0.454745,-8.2721,-1.21935
-0.896665,-2.77932,-3.60637,0.578124
5,5,-5,-5
2.8385,0.491349,-8.37407,-1.31007
-1.00097,-2.71153,-3.68059,0.41364
5,5,-5,-5
2.74859,0.535567,-8.42386,-1.35621
-1.13238,-2.6169,-3.70545,0.298079
5,5,-5,-5
2.64681,0.588369,-8.43268,-1.36453
-1.28546,-2.49988,-3.69174,0.223995
5,5,-5,-5
2.53324,0.650849,-8.41024,-1.34347
-1.45481,-2.36501,-3.6487,0.182199
5,5,-5,-5
2.40811,0.724239,-8.36552,-1.30226
-1.6353,-2.21698,-3.58495,0.162722
5,5,-5,-5
2.2718,0.809904,-8.30741,-1.2502
-1.82207,-2.06069,-3.50908,0.155492
5,5,-5,-5
2.12485,0.909337,-8.24521,-1.19623
