robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.96801,0.431519,-3.36269,-0.275677
-1.333,-2.11825,0.829028,2.45003
5,5,-5,-5
3.01907,0.409147,-3.53863,-0.218328
-1.29547,-2.11765,0.71515,2.40948
5,5,-5,-5
3.07158,0.386844,-3.71609,-0.167653
-1.25476,-2.1197,0.597078,2.36149
5,5,-5,-5
3.12464,0.36502,-3.89519,-0.123589
-1.213,-2.12192,0.474998,2.30571
5,5,-5,-5
3.17735,0.344043,-4.07602,-0.0861149
-1.1723,-2.12184,0.349037,2.24173
5,5,-5,-5
3.22876,0.324241,-4.25872,-0.0552546
-1.13476,-2.117,0.219274,2.16905
5,5,-5,-5
3.27796,0.3059,-4.44341,-0.0310763
-1.10241,-2.10497,0.0857362,2.08715
5,5,-5,-5
3.32398,0.289272,-4.63019,-0.0136943
-1.07725,-2.08331,-0.0515966,1.99539
5,5,-5,-5
3.36586,0.27458,-4.81921,-0.00326972
-1.06116,-2.04953,-0.192791,1.89312
5,5,-5,-5
3.40264,0.26202,-5.01054,-1.11151e-05
-1.05585,-2.00112,-0.337956,1.77958
5,5,-5,-5
3.43678,0.250648,-5.21798,-0.0047539
-1.05718,-1.94122,-0.499486,1.64927
5,5,-5,-5
3.4706,0.23965,-5.44852,-0.0201581
-1.06063,-1.8741,-0.684368,1.49734
5,5,-5,-5
3.50294,0.229379,-5.69197,-0.0481132
-1.06722,-1.79882,-0.884264,1.3252
5,5,-5,-5
3.53264,0.220161,-5.93808,-0.0887872
-1.07791,-1.71448,-1.09044,1.13613
5,5,-5,-5
3.55851,0.212296,-6.17683,-0.140465
-1.09359,-1.62018,-1.29395,0.935415
5,5,-5,-5
3.57937,0.206066,-6.39861,-0.199596
-1.11508,-1.51504,-1.48585,0.730306
5,5,-5,-5
3.59403,0.201746,-6.59441,-0.261029
-1.14309,-1.39817,-1.65734,0.529711
5,5,-5,-5
3.60131,0.199618,-6.75582,-0.318429
