robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
3.19526,0.337071,-3.3717,-0.272565
-1.03764,-2.32424,0.968756,2.20946
5,5,-5,-5
3.48717,0.234359,-3.55306,-0.213941
-0.691346,-2.51155,0.972608,1.9117
5,5,-5,-5
3.79036,0.148529,-3.73385,-0.162971
-0.331368,-2.68191,0.947624,1.59311
5,5,-5,-5
4.09975,0.0817134,-3.91575,-0.118976
0.0366977,-2.83233,0.891367,1.25639
5,5,-5,-5
4.40993,0.0349401,-4.10053,-0.0815706
0.406882,-2.96099,0.801385,0.903957
5,5,-5,-5
4.71538,0.00810754,-4.29,-0.0506671
0.773013,-3.06724,0.675233,0.537963
5,5,-5,-5
5.01058,1.11842e-05,-4.486,-0.0264894
1.12889,-3.15158,0.510507,0.160292
5,5,-5,-5
5.2902,0.00842876,-4.69038,-0.00959544
1.46846,-3.21559,0.304868,-0.227454
5,5,-5,-5
5.54923,0.0302574,-4.90494,-0.000903727
1.78589,-3.26174,0.0560876,-0.623967
5,5,-5,-5
5.78304,0.0616954,-5.13139,-0.00172672
2.07574,-3.29329,-0.237905,-1.02826
5,5,-5,-5
6.02881,0.106989,-5.37847,-0.0143446
2.37993,-3.31145,-0.590416,-1.45467
5,5,-5,-5
6.31022,0.174721,-5.64835,-0.0422145
2.7257,-3.31114,-1.01035,-1.91007
5,5,-5,-5
6.60292,0.263898,-5.93267,-0.0877575
3.08587,-3.29003,-1.4899,-2.38162
5,5,-5,-5
6.88361,0.368368,-6.22294,-0.151865
3.43411,-3.25115,-2.01711,-2.85575
5,5,-5,-5
7.1309,0.47681,-6.51083,-0.233723
3.74574,-3.20295,-2.57621,-3.31897
5,5,-5,-5
7.32563,0.573779,-6.78839,-0.330774
3.99814,-3.15822,-3.14831,-3.75858
5,5,-5,-5
7.45041,0.641619,-7.0483,-0.43881
4.17033,-3.13212,-3.71251,-4.16339
5,5,-5,-5
7.48823,0.663101,-7.28407,-0.552191
