robo1_x,robo1_y,robo2_x,robo2_y
5,5,-5,-5
2.91927,0.453513,-3.18821,-0.339805
-1.36518,-2.12399,0.938467,2.48341
5,5,-5,-5
2.89859,0.46303,-3.31904,-0.291033
-1.37742,-2.12844,0.829383,2.50013
5,5,-5,-5
2.88045,0.471477,-3.45309,-0.245311
-1.38794,-2.13252,0.71687,2.51357
5,5,-5,-5
2.86377,0.479324,-3.58949,-0.203079
-1.39746,-2.13638,0.601785,2.52332
5,5,-5,-5
2.84746,0.487065,-3.72731,-0.164686
-1.4067,-2.14013,0.485025,2.52905
5,5,-5,-5
2.83048,0.495204,-3.86562,-0.130382
-1.41633,-2.14385,0.367517,2.53055
5,5,-5,-5
2.81176,0.504266,-4.00344,-0.10032
-1.42704,-2.14763,0.250211,2.5277
5,5,-5,-5
2.79027,0.514793,-4.13979,-0.0745527
-1.43948,-2.15152,0.134075,2.52047
5,5,-5,-5
2.76496,0.527351,-4.27367,-0.0530375
-1.4543,-2.15553,0.0200863,2.50893
5,5,-5,-5
2.73482,0.542538,-4.40408,-0.0356387
-1.47211,-2.15963,-0.0907744,2.49327
5,5,-5,-5
2.69886,0.560995,-4.53005,-0.0221347
-1.49347,-2.16377,-0.197531,2.47372
5,5,-5,-5
2.66818,0.577038,-4.6539,-0.0119931
-1.51393,-2.1634,-0.30245,2.45071
5,5,-5,-5
2.64989,0.586724,-4.77781,-0.00493928
-1.53055,-2.15625,-0.407646,2.4244
5,5,-5,-5
2.63719,0.593514,-4.90054,-0.000989334
-1.54596,-2.14534,-0.511918,2.39484
5,5,-5,-5
2.62329,0.600993,-5.02084,-4.34426e-05
-1.56267,-2.13355,-0.614061,2.36222
5,5,-5,-5
2.6015,0.612839,-5.13748,-0.0018905
-1.58318,-2.12368,-0.712874,2.32681
5,5,-5,-5
2.56517,0.632894,-5.24923,-0.00621562
-1.60985,-2.11833,-0.807168,2.28901
5,5,-5,-5
2.50789,0.66533,-5.35489,-0.0126106
-1.64468,-2.11967,-0.895767,2.2493
5,5,-5,-5
2.42356,0.714916,-5.45326,-0.0205872
